,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
304,2023-09-22,Standard,Westerlo,0.0,0.0,D,0.0,0.0,D,14.0,3.0,5.0,2.0,6.0,23.0,5.0,2.0,0.0,3.0,0.0,0.0
305,2023-09-17,St Truiden,Mechelen,2.0,0.0,H,1.0,0.0,H,16.0,13.0,4.0,7.0,8.0,12.0,1.0,7.0,1.0,2.0,0.0,0.0
306,2023-09-17,Oud-Heverlee Leuven,Gent,1.0,1.0,D,1.0,1.0,D,9.0,22.0,2.0,4.0,7.0,11.0,3.0,16.0,4.0,3.0,0.0,0.0
307,2023-09-17,Kortrijk,Anderlecht,2.0,2.0,D,1.0,1.0,D,9.0,18.0,4.0,6.0,13.0,6.0,3.0,11.0,5.0,1.0,1.0,1.0
308,2023-09-17,Eupen,Standard,1.0,3.0,A,0.0,2.0,A,13.0,16.0,3.0,6.0,5.0,12.0,6.0,6.0,1.0,4.0,0.0,1.0
309,2023-09-16,Club Brugge,Charleroi,4.0,2.0,H,2.0,2.0,D,25.0,14.0,10.0,8.0,8.0,6.0,5.0,5.0,2.0,3.0,0.0,0.0
310,2023-09-16,St. Gilloise,Genk,0.0,2.0,A,0.0,1.0,A,25.0,7.0,4.0,2.0,15.0,15.0,7.0,3.0,1.0,6.0,0.0,0.0
311,2023-09-16,RWD Molenbeek,Cercle Brugge,2.0,1.0,H,1.0,1.0,D,10.0,15.0,5.0,4.0,18.0,12.0,5.0,4.0,3.0,3.0,0.0,0.0
312,2023-09-15,Westerlo,Antwerp,0.0,3.0,A,0.0,1.0,A,9.0,15.0,2.0,4.0,13.0,9.0,4.0,5.0,3.0,0.0,0.0,0.0
313,2023-09-03,Charleroi,St Truiden,1.0,1.0,D,0.0,0.0,D,18.0,8.0,5.0,5.0,12.0,6.0,3.0,5.0,2.0,0.0,0.0,1.0
314,2023-09-03,Genk,Anderlecht,1.0,1.0,D,0.0,0.0,D,12.0,8.0,4.0,4.0,6.0,15.0,7.0,7.0,5.0,6.0,1.0,0.0
315,2023-09-03,St. Gilloise,Antwerp,2.0,2.0,D,1.0,2.0,A,24.0,8.0,7.0,5.0,9.0,12.0,8.0,4.0,1.0,2.0,0.0,0.0
316,2023-09-03,Gent,Club Brugge,2.0,1.0,H,1.0,1.0,D,14.0,14.0,4.0,7.0,14.0,12.0,5.0,6.0,2.0,0.0,1.0,0.0
317,2023-09-02,Standard,RWD Molenbeek,1.0,1.0,D,1.0,1.0,D,11.0,8.0,4.0,3.0,9.0,22.0,5.0,0.0,1.0,3.0,0.0,0.0
318,2023-09-02,Mechelen,Eupen,1.0,0.0,H,0.0,0.0,D,22.0,9.0,6.0,1.0,10.0,13.0,6.0,4.0,0.0,1.0,0.0,0.0
319,2023-09-02,Cercle Brugge,Westerlo,2.0,1.0,H,1.0,0.0,H,21.0,7.0,6.0,1.0,16.0,16.0,14.0,1.0,0.0,1.0,0.0,0.0
320,2023-09-01,Oud-Heverlee Leuven,Kortrijk,3.0,0.0,H,1.0,0.0,H,20.0,13.0,9.0,7.0,10.0,14.0,4.0,1.0,1.0,3.0,0.0,0.0
321,2023-08-27,Anderlecht,Charleroi,2.0,1.0,H,1.0,0.0,H,15.0,18.0,8.0,5.0,12.0,16.0,4.0,7.0,0.0,2.0,0.0,0.0
322,2023-08-27,St Truiden,Cercle Brugge,0.0,2.0,A,0.0,0.0,D,20.0,25.0,4.0,8.0,8.0,18.0,8.0,8.0,1.0,1.0,0.0,0.0
323,2023-08-26,Kortrijk,Standard,1.0,1.0,D,1.0,0.0,H,19.0,23.0,6.0,6.0,7.0,12.0,7.0,10.0,0.0,2.0,0.0,0.0
324,2023-08-26,Eupen,Oud-Heverlee Leuven,3.0,1.0,H,1.0,0.0,H,17.0,22.0,4.0,5.0,15.0,9.0,3.0,5.0,1.0,2.0,0.0,0.0
325,2023-08-26,Westerlo,Mechelen,2.0,3.0,A,2.0,0.0,H,11.0,17.0,4.0,5.0,8.0,9.0,5.0,4.0,0.0,3.0,0.0,0.0
326,2023-08-20,Kortrijk,Eupen,1.0,3.0,A,0.0,0.0,D,13.0,15.0,4.0,8.0,15.0,15.0,5.0,9.0,5.0,4.0,1.0,0.0
327,2023-08-20,Club Brugge,RWD Molenbeek,7.0,1.0,H,2.0,1.0,H,23.0,9.0,9.0,3.0,10.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0
328,2023-08-20,Genk,Charleroi,0.0,0.0,D,0.0,0.0,D,23.0,7.0,7.0,3.0,11.0,13.0,11.0,4.0,0.0,0.0,0.0,0.0
329,2023-08-20,Gent,St Truiden,2.0,2.0,D,1.0,2.0,A,19.0,14.0,5.0,3.0,11.0,9.0,7.0,2.0,2.0,2.0,0.0,0.0
330,2023-08-20,Anderlecht,Westerlo,2.0,1.0,H,1.0,0.0,H,24.0,18.0,7.0,3.0,7.0,13.0,6.0,2.0,1.0,3.0,0.0,0.0
331,2023-08-19,Mechelen,St. Gilloise,4.0,0.0,H,1.0,0.0,H,10.0,14.0,7.0,1.0,9.0,10.0,4.0,6.0,0.0,2.0,0.0,0.0
332,2023-08-19,Standard,Cercle Brugge,0.0,1.0,A,0.0,0.0,D,7.0,16.0,3.0,4.0,10.0,11.0,3.0,2.0,2.0,2.0,0.0,0.0
333,2023-08-18,Oud-Heverlee Leuven,Antwerp,1.0,1.0,D,0.0,1.0,A,10.0,13.0,2.0,4.0,16.0,10.0,7.0,7.0,4.0,2.0,1.0,0.0
334,2023-08-13,Westerlo,Gent,1.0,3.0,A,1.0,1.0,D,14.0,18.0,4.0,9.0,10.0,14.0,4.0,10.0,1.0,1.0,0.0,0.0
335,2023-08-13,Charleroi,Standard,1.0,1.0,D,0.0,1.0,A,18.0,7.0,3.0,2.0,11.0,12.0,13.0,2.0,3.0,2.0,1.0,1.0
336,2023-08-13,Cercle Brugge,Genk,0.0,1.0,A,0.0,0.0,D,13.0,10.0,2.0,3.0,8.0,20.0,5.0,3.0,2.0,3.0,0.0,0.0
337,2023-08-13,Eupen,Club Brugge,0.0,5.0,A,0.0,3.0,A,9.0,13.0,1.0,7.0,9.0,13.0,4.0,6.0,0.0,2.0,0.0,0.0
338,2023-08-13,St Truiden,Anderlecht,0.0,1.0,A,0.0,0.0,D,14.0,9.0,5.0,3.0,13.0,15.0,6.0,1.0,4.0,5.0,0.0,1.0
339,2023-08-12,St. Gilloise,Oud-Heverlee Leuven,5.0,1.0,H,2.0,1.0,H,16.0,4.0,9.0,1.0,10.0,15.0,0.0,3.0,1.0,4.0,0.0,0.0
340,2023-08-12,RWD Molenbeek,Mechelen,1.0,0.0,H,0.0,0.0,D,18.0,9.0,8.0,4.0,12.0,11.0,7.0,4.0,3.0,1.0,0.0,0.0
341,2023-08-11,Antwerp,Kortrijk,6.0,0.0,H,4.0,0.0,H,25.0,4.0,9.0,1.0,8.0,11.0,4.0,1.0,0.0,2.0,0.0,0.0
342,2023-08-06,Kortrijk,St Truiden,0.0,1.0,A,0.0,0.0,D,8.0,14.0,1.0,4.0,10.0,12.0,0.0,14.0,1.0,2.0,0.0,0.0
343,2023-08-06,Westerlo,Club Brugge,0.0,1.0,A,0.0,1.0,A,11.0,20.0,3.0,8.0,7.0,9.0,4.0,5.0,1.0,0.0,0.0,0.0
344,2023-08-06,Mechelen,Gent,0.0,1.0,A,0.0,0.0,D,14.0,12.0,2.0,3.0,14.0,14.0,7.0,3.0,2.0,3.0,0.0,0.0
345,2023-08-06,Anderlecht,Antwerp,1.0,0.0,H,1.0,0.0,H,9.0,5.0,2.0,3.0,9.0,19.0,3.0,6.0,1.0,1.0,0.0,0.0
346,2023-08-05,Oud-Heverlee Leuven,RWD Molenbeek,1.0,2.0,A,1.0,1.0,D,18.0,15.0,5.0,4.0,14.0,18.0,15.0,6.0,4.0,1.0,0.0,0.0
347,2023-08-05,Cercle Brugge,Charleroi,2.0,0.0,H,2.0,0.0,H,19.0,8.0,3.0,3.0,11.0,13.0,4.0,5.0,0.0,3.0,0.0,0.0
348,2023-08-05,Genk,Eupen,0.0,1.0,A,0.0,1.0,A,28.0,5.0,3.0,2.0,11.0,11.0,7.0,2.0,1.0,2.0,0.0,0.0
349,2023-08-04,Standard,St. Gilloise,0.0,1.0,A,0.0,1.0,A,8.0,24.0,3.0,8.0,9.0,12.0,2.0,13.0,4.0,1.0,1.0,0.0
350,2023-07-30,St Truiden,Standard,1.0,0.0,H,0.0,0.0,D,11.0,7.0,3.0,3.0,13.0,11.0,3.0,2.0,1.0,1.0,0.0,0.0
351,2023-07-30,Club Brugge,Mechelen,1.0,1.0,D,0.0,1.0,A,21.0,9.0,5.0,2.0,8.0,9.0,4.0,3.0,2.0,2.0,1.0,0.0
352,2023-07-30,Gent,Kortrijk,3.0,2.0,H,2.0,1.0,H,17.0,10.0,4.0,3.0,5.0,9.0,7.0,5.0,1.0,4.0,0.0,0.0
353,2023-07-30,Antwerp,Cercle Brugge,1.0,0.0,H,1.0,0.0,H,15.0,8.0,4.0,1.0,15.0,13.0,7.0,7.0,0.0,2.0,0.0,0.0
354,2023-07-29,RWD Molenbeek,Genk,0.0,4.0,A,0.0,3.0,A,10.0,28.0,4.0,10.0,11.0,11.0,2.0,6.0,1.0,0.0,0.0,0.0
355,2023-07-29,Charleroi,Oud-Heverlee Leuven,1.0,1.0,D,1.0,0.0,H,4.0,19.0,2.0,5.0,7.0,12.0,2.0,6.0,3.0,1.0,1.0,0.0
356,2023-07-29,Eupen,Westerlo,2.0,2.0,D,1.0,0.0,H,13.0,22.0,6.0,5.0,14.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0
357,2023-07-28,St. Gilloise,Anderlecht,2.0,0.0,H,1.0,0.0,H,10.0,5.0,3.0,2.0,16.0,13.0,3.0,3.0,5.0,3.0,0.0,0.0
358,2023-04-23,Anderlecht,Mechelen,2.0,3.0,A,1.0,2.0,A,19.0,15.0,9.0,7.0,11.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0
359,2023-04-23,Charleroi,Genk,2.0,2.0,D,1.0,2.0,A,13.0,4.0,6.0,2.0,15.0,13.0,6.0,4.0,3.0,1.0,0.0,0.0
360,2023-04-23,Club Brugge,Eupen,7.0,0.0,H,4.0,0.0,H,33.0,6.0,13.0,0.0,8.0,15.0,4.0,4.0,0.0,3.0,0.0,0.0
361,2023-04-23,Gent,Oostende,1.0,2.0,A,0.0,0.0,D,19.0,13.0,4.0,6.0,4.0,10.0,3.0,5.0,2.0,3.0,0.0,0.0
362,2023-04-23,Kortrijk,St. Gilloise,2.0,4.0,A,2.0,1.0,H,9.0,16.0,5.0,8.0,9.0,14.0,0.0,3.0,1.0,3.0,0.0,0.0
363,2023-04-23,Oud-Heverlee Leuven,Standard,3.0,2.0,H,1.0,0.0,H,12.0,14.0,5.0,5.0,9.0,9.0,6.0,7.0,0.0,2.0,0.0,0.0
364,2023-04-23,Waregem,Cercle Brugge,2.0,3.0,A,0.0,2.0,A,11.0,22.0,3.0,8.0,16.0,21.0,3.0,3.0,2.0,4.0,0.0,0.0
365,2023-04-23,St Truiden,Antwerp,0.0,1.0,A,0.0,0.0,D,10.0,10.0,0.0,4.0,11.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0
366,2023-04-22,Seraing,Westerlo,1.0,1.0,D,1.0,1.0,D,10.0,12.0,4.0,1.0,14.0,12.0,6.0,4.0,4.0,1.0,0.0,0.0
367,2023-04-16,St. Gilloise,Seraing,2.0,1.0,H,2.0,0.0,H,19.0,6.0,8.0,2.0,9.0,13.0,11.0,2.0,1.0,1.0,0.0,0.0
368,2023-04-16,Antwerp,Kortrijk,1.0,0.0,H,0.0,0.0,D,14.0,5.0,3.0,2.0,13.0,13.0,12.0,2.0,0.0,1.0,0.0,0.0
369,2023-04-16,Mechelen,Gent,1.0,1.0,D,1.0,1.0,D,2.0,14.0,1.0,5.0,10.0,7.0,3.0,6.0,1.0,1.0,0.0,0.0
370,2023-04-16,Genk,Anderlecht,5.0,2.0,H,2.0,1.0,H,14.0,13.0,9.0,6.0,16.0,17.0,7.0,2.0,2.0,3.0,0.0,0.0
371,2023-04-15,Westerlo,Club Brugge,0.0,0.0,D,0.0,0.0,D,7.0,22.0,1.0,10.0,13.0,8.0,4.0,13.0,4.0,3.0,0.0,0.0
372,2023-04-15,Cercle Brugge,St Truiden,3.0,1.0,H,2.0,0.0,H,10.0,5.0,5.0,1.0,11.0,15.0,4.0,1.0,3.0,0.0,0.0,0.0
373,2023-04-15,Oostende,Oud-Heverlee Leuven,0.0,4.0,A,0.0,2.0,A,13.0,19.0,3.0,8.0,10.0,8.0,7.0,6.0,1.0,0.0,0.0,0.0
374,2023-04-15,Eupen,Waregem,1.0,5.0,A,0.0,4.0,A,11.0,16.0,3.0,9.0,15.0,13.0,4.0,3.0,3.0,1.0,0.0,0.0
375,2023-04-14,Standard,Charleroi,3.0,1.0,H,1.0,0.0,H,10.0,17.0,6.0,5.0,15.0,11.0,5.0,5.0,4.0,1.0,1.0,0.0
376,2023-04-09,St Truiden,Oostende,5.0,0.0,H,2.0,0.0,H,18.0,11.0,11.0,4.0,14.0,12.0,6.0,2.0,1.0,1.0,0.0,0.0
377,2023-04-09,Standard,Genk,2.0,0.0,H,2.0,0.0,H,11.0,19.0,4.0,7.0,17.0,13.0,4.0,7.0,3.0,3.0,0.0,0.0
378,2023-04-09,Antwerp,Cercle Brugge,2.0,1.0,H,0.0,1.0,A,11.0,10.0,4.0,4.0,10.0,19.0,6.0,1.0,1.0,3.0,0.0,0.0
379,2023-04-09,Anderlecht,Westerlo,0.0,0.0,D,0.0,0.0,D,16.0,13.0,2.0,6.0,11.0,18.0,10.0,1.0,2.0,2.0,0.0,0.0
380,2023-04-08,Gent,St. Gilloise,1.0,1.0,D,0.0,1.0,A,10.0,5.0,3.0,3.0,4.0,11.0,4.0,3.0,0.0,2.0,0.0,0.0
381,2023-04-08,Charleroi,Waregem,3.0,2.0,H,0.0,1.0,A,18.0,8.0,8.0,5.0,11.0,15.0,3.0,5.0,3.0,1.0,0.0,0.0
382,2023-04-08,Kortrijk,Eupen,0.0,0.0,D,0.0,0.0,D,14.0,13.0,1.0,3.0,17.0,9.0,7.0,6.0,3.0,2.0,0.0,0.0
383,2023-04-08,Oud-Heverlee Leuven,Mechelen,4.0,1.0,H,2.0,0.0,H,17.0,16.0,11.0,6.0,8.0,13.0,2.0,8.0,1.0,3.0,0.0,0.0
384,2023-04-07,Club Brugge,Seraing,2.0,0.0,H,0.0,0.0,D,26.0,5.0,11.0,0.0,10.0,8.0,21.0,1.0,0.0,0.0,0.0,0.0
385,2023-04-02,St. Gilloise,St Truiden,2.0,1.0,H,0.0,0.0,D,11.0,6.0,7.0,1.0,14.0,8.0,13.0,1.0,2.0,3.0,0.0,1.0
386,2023-04-02,Mechelen,Club Brugge,0.0,3.0,A,0.0,2.0,A,4.0,18.0,1.0,5.0,9.0,6.0,1.0,8.0,1.0,1.0,0.0,0.0
387,2023-04-02,Eupen,Anderlecht,0.0,1.0,A,0.0,0.0,D,9.0,13.0,1.0,4.0,16.0,8.0,2.0,6.0,1.0,0.0,0.0,0.0
388,2023-04-02,Genk,Oud-Heverlee Leuven,2.0,1.0,H,1.0,0.0,H,22.0,11.0,8.0,5.0,10.0,9.0,11.0,5.0,4.0,2.0,0.0,0.0
389,2023-04-01,Oostende,Standard,1.0,3.0,A,1.0,3.0,A,15.0,13.0,4.0,7.0,11.0,6.0,6.0,7.0,3.0,1.0,1.0,0.0
390,2023-04-01,Seraing,Gent,0.0,5.0,A,0.0,1.0,A,6.0,18.0,0.0,10.0,5.0,6.0,3.0,13.0,0.0,1.0,0.0,0.0
391,2023-04-01,Westerlo,Charleroi,2.0,3.0,A,1.0,2.0,A,17.0,12.0,7.0,5.0,5.0,16.0,7.0,4.0,2.0,5.0,0.0,0.0
392,2023-04-01,Cercle Brugge,Kortrijk,2.0,0.0,H,2.0,0.0,H,19.0,6.0,6.0,4.0,17.0,13.0,6.0,2.0,2.0,2.0,0.0,0.0
393,2023-03-31,Waregem,Antwerp,0.0,2.0,A,0.0,0.0,D,7.0,13.0,3.0,5.0,11.0,15.0,6.0,5.0,4.0,1.0,0.0,0.0
394,2023-03-19,Gent,Eupen,3.0,0.0,H,1.0,0.0,H,25.0,11.0,5.0,3.0,6.0,9.0,16.0,5.0,2.0,0.0,0.0,0.0
395,2023-03-19,St. Gilloise,Mechelen,2.0,1.0,H,1.0,1.0,D,15.0,5.0,6.0,1.0,11.0,11.0,3.0,5.0,1.0,2.0,0.0,0.0
396,2023-03-19,Oud-Heverlee Leuven,Anderlecht,0.0,2.0,A,0.0,1.0,A,9.0,12.0,5.0,5.0,11.0,13.0,4.0,7.0,3.0,2.0,0.0,0.0
397,2023-03-19,Antwerp,Charleroi,0.0,1.0,A,0.0,1.0,A,28.0,5.0,8.0,2.0,8.0,9.0,8.0,0.0,0.0,4.0,0.0,1.0
398,2023-03-18,Standard,Waregem,2.0,2.0,D,2.0,0.0,H,21.0,9.0,8.0,5.0,14.0,12.0,6.0,5.0,3.0,2.0,0.0,0.0
399,2023-03-18,Oostende,Westerlo,1.0,2.0,A,0.0,1.0,A,22.0,7.0,12.0,2.0,9.0,9.0,7.0,5.0,1.0,2.0,0.0,0.0
400,2023-03-18,St Truiden,Seraing,2.0,1.0,H,1.0,0.0,H,12.0,9.0,7.0,1.0,14.0,8.0,4.0,2.0,2.0,2.0,0.0,0.0
401,2023-03-18,Kortrijk,Club Brugge,1.0,0.0,H,1.0,0.0,H,10.0,13.0,6.0,3.0,11.0,11.0,1.0,6.0,2.0,2.0,0.0,0.0
402,2023-03-17,Cercle Brugge,Genk,1.0,1.0,D,1.0,0.0,H,18.0,10.0,4.0,2.0,5.0,9.0,6.0,9.0,2.0,1.0,0.0,0.0
403,2023-03-12,Anderlecht,Cercle Brugge,2.0,0.0,H,1.0,0.0,H,18.0,7.0,9.0,2.0,8.0,17.0,5.0,4.0,0.0,2.0,0.0,1.0
404,2023-03-12,Genk,St. Gilloise,1.0,2.0,A,1.0,2.0,A,12.0,13.0,6.0,5.0,13.0,15.0,14.0,5.0,3.0,3.0,0.0,0.0
405,2023-03-12,Waregem,Gent,2.0,6.0,A,0.0,2.0,A,11.0,12.0,4.0,8.0,14.0,11.0,4.0,1.0,1.0,1.0,0.0,0.0
406,2023-03-12,Club Brugge,Standard,2.0,0.0,H,0.0,0.0,D,13.0,17.0,4.0,4.0,11.0,10.0,6.0,6.0,1.0,1.0,0.0,0.0
407,2023-03-11,Seraing,Antwerp,0.0,2.0,A,0.0,2.0,A,8.0,18.0,1.0,5.0,15.0,12.0,4.0,5.0,3.0,1.0,1.0,0.0
408,2023-03-11,Eupen,Oostende,4.0,4.0,D,1.0,1.0,D,29.0,14.0,10.0,9.0,9.0,10.0,9.0,2.0,0.0,3.0,0.0,1.0
409,2023-03-11,Westerlo,Kortrijk,3.0,1.0,H,1.0,0.0,H,9.0,19.0,7.0,6.0,9.0,10.0,7.0,7.0,3.0,2.0,0.0,0.0
410,2023-03-11,Mechelen,St Truiden,1.0,0.0,H,0.0,0.0,D,8.0,7.0,4.0,1.0,10.0,16.0,8.0,4.0,1.0,2.0,0.0,0.0
411,2023-03-10,Charleroi,Oud-Heverlee Leuven,0.0,1.0,A,0.0,1.0,A,25.0,9.0,5.0,2.0,8.0,11.0,7.0,4.0,1.0,4.0,0.0,0.0
412,2023-03-05,St. Gilloise,Eupen,2.0,1.0,H,1.0,0.0,H,12.0,8.0,6.0,3.0,11.0,16.0,5.0,2.0,1.0,1.0,0.0,0.0
413,2023-03-05,Gent,Anderlecht,1.0,0.0,H,0.0,0.0,D,14.0,10.0,5.0,3.0,8.0,9.0,4.0,2.0,1.0,4.0,0.0,1.0
414,2023-03-05,Antwerp,Mechelen,5.0,0.0,H,3.0,0.0,H,16.0,11.0,10.0,5.0,9.0,11.0,6.0,3.0,1.0,2.0,0.0,0.0
415,2023-03-05,St Truiden,Genk,2.0,2.0,D,1.0,1.0,D,10.0,9.0,4.0,5.0,17.0,11.0,2.0,2.0,3.0,1.0,0.0,0.0
416,2023-03-04,Standard,Westerlo,2.0,0.0,H,1.0,0.0,H,23.0,7.0,5.0,0.0,12.0,11.0,7.0,1.0,0.0,2.0,1.0,0.0
417,2023-03-04,Cercle Brugge,Seraing,3.0,1.0,H,2.0,1.0,H,19.0,3.0,7.0,2.0,14.0,11.0,11.0,3.0,1.0,1.0,0.0,0.0
418,2023-03-04,Oud-Heverlee Leuven,Waregem,4.0,2.0,H,3.0,0.0,H,13.0,12.0,8.0,4.0,11.0,10.0,3.0,5.0,2.0,1.0,0.0,0.0
419,2023-03-04,Kortrijk,Charleroi,0.0,1.0,A,0.0,0.0,D,18.0,11.0,3.0,6.0,7.0,12.0,4.0,2.0,0.0,4.0,0.0,0.0
420,2023-03-03,Oostende,Club Brugge,3.0,0.0,H,1.0,0.0,H,13.0,11.0,6.0,3.0,12.0,16.0,0.0,5.0,2.0,2.0,0.0,0.0
421,2023-02-26,Charleroi,St Truiden,1.0,0.0,H,0.0,0.0,D,17.0,11.0,7.0,2.0,15.0,13.0,3.0,2.0,0.0,2.0,0.0,0.0
422,2023-02-26,Anderlecht,Standard,2.0,2.0,D,2.0,1.0,H,14.0,8.0,7.0,4.0,5.0,8.0,7.0,3.0,2.0,2.0,0.0,0.0
423,2023-02-26,Oud-Heverlee Leuven,Antwerp,1.0,1.0,D,1.0,0.0,H,9.0,17.0,4.0,4.0,9.0,13.0,3.0,7.0,1.0,0.0,0.0,0.0
424,2023-02-26,Club Brugge,Gent,2.0,0.0,H,0.0,0.0,D,16.0,6.0,6.0,2.0,9.0,10.0,9.0,3.0,2.0,0.0,0.0,0.0
425,2023-02-25,Westerlo,St. Gilloise,4.0,2.0,H,2.0,1.0,H,9.0,20.0,6.0,8.0,9.0,9.0,4.0,6.0,2.0,2.0,0.0,0.0
426,2023-02-25,Eupen,Cercle Brugge,2.0,2.0,D,2.0,2.0,D,7.0,14.0,3.0,4.0,10.0,13.0,4.0,6.0,1.0,1.0,1.0,0.0
427,2023-02-25,Genk,Oostende,3.0,0.0,H,2.0,0.0,H,10.0,12.0,5.0,4.0,13.0,15.0,4.0,4.0,2.0,3.0,0.0,0.0
428,2023-02-25,Seraing,Mechelen,0.0,2.0,A,0.0,1.0,A,7.0,9.0,0.0,4.0,11.0,14.0,4.0,3.0,2.0,1.0,0.0,0.0
429,2023-02-24,Waregem,Kortrijk,3.0,3.0,D,1.0,2.0,A,15.0,9.0,4.0,5.0,19.0,18.0,8.0,5.0,3.0,4.0,0.0,0.0
430,2023-02-19,St Truiden,Westerlo,0.0,1.0,A,0.0,1.0,A,6.0,13.0,1.0,3.0,8.0,6.0,1.0,6.0,1.0,0.0,1.0,0.0
431,2023-02-19,Kortrijk,Anderlecht,2.0,2.0,D,0.0,1.0,A,13.0,12.0,7.0,5.0,14.0,8.0,6.0,4.0,2.0,0.0,0.0,0.0
432,2023-02-19,Gent,Oud-Heverlee Leuven,2.0,0.0,H,0.0,0.0,D,12.0,14.0,6.0,4.0,15.0,12.0,5.0,9.0,2.0,1.0,0.0,0.0
433,2023-02-19,Cercle Brugge,Club Brugge,2.0,2.0,D,0.0,1.0,A,28.0,7.0,10.0,5.0,10.0,12.0,17.0,4.0,2.0,2.0,0.0,0.0
434,2023-02-18,St. Gilloise,Standard,2.0,4.0,A,1.0,2.0,A,15.0,9.0,6.0,6.0,12.0,11.0,3.0,0.0,2.0,5.0,0.0,0.0
435,2023-02-18,Oostende,Charleroi,0.0,0.0,D,0.0,0.0,D,17.0,8.0,6.0,3.0,7.0,10.0,11.0,3.0,0.0,0.0,0.0,0.0
436,2023-02-18,Seraing,Waregem,1.0,1.0,D,0.0,1.0,A,6.0,12.0,2.0,3.0,18.0,16.0,4.0,7.0,3.0,3.0,1.0,1.0
437,2023-02-18,Antwerp,Eupen,2.0,0.0,H,2.0,0.0,H,17.0,4.0,2.0,0.0,11.0,11.0,7.0,4.0,3.0,3.0,0.0,1.0
438,2023-02-17,Mechelen,Genk,2.0,2.0,D,1.0,1.0,D,11.0,13.0,5.0,3.0,8.0,6.0,4.0,4.0,1.0,0.0,0.0,0.0
439,2023-02-12,Waregem,Oostende,1.0,1.0,D,1.0,0.0,H,8.0,5.0,2.0,3.0,11.0,17.0,3.0,4.0,0.0,1.0,0.0,0.0
440,2023-02-12,Standard,Kortrijk,0.0,2.0,A,0.0,0.0,D,9.0,11.0,1.0,4.0,10.0,20.0,7.0,3.0,0.0,2.0,1.0,0.0
441,2023-02-12,Anderlecht,St Truiden,3.0,1.0,H,0.0,0.0,D,24.0,3.0,9.0,2.0,3.0,11.0,4.0,2.0,1.0,1.0,0.0,0.0
442,2023-02-12,Genk,Antwerp,0.0,1.0,A,0.0,0.0,D,16.0,8.0,3.0,3.0,17.0,14.0,9.0,3.0,2.0,3.0,0.0,0.0
443,2023-02-11,Charleroi,Seraing,3.0,0.0,H,1.0,0.0,H,11.0,2.0,4.0,1.0,8.0,13.0,10.0,2.0,1.0,0.0,0.0,0.0
444,2023-02-11,Westerlo,Gent,3.0,3.0,D,2.0,2.0,D,8.0,16.0,5.0,9.0,7.0,6.0,3.0,6.0,1.0,1.0,0.0,0.0
445,2023-02-10,Club Brugge,St. Gilloise,1.0,1.0,D,1.0,1.0,D,10.0,19.0,4.0,2.0,13.0,10.0,5.0,3.0,1.0,4.0,0.0,0.0
446,2023-02-10,Eupen,Mechelen,2.0,1.0,H,0.0,1.0,A,11.0,14.0,3.0,4.0,16.0,16.0,4.0,2.0,0.0,4.0,0.0,0.0
447,2023-02-10,Oud-Heverlee Leuven,Cercle Brugge,0.0,0.0,D,0.0,0.0,D,7.0,11.0,1.0,5.0,12.0,10.0,6.0,7.0,1.0,0.0,0.0,0.0
448,2023-02-05,St. Gilloise,Waregem,4.0,0.0,H,1.0,0.0,H,14.0,7.0,8.0,1.0,8.0,9.0,2.0,3.0,0.0,1.0,0.0,0.0
449,2023-02-05,Gent,Genk,2.0,3.0,A,1.0,1.0,D,20.0,11.0,6.0,5.0,12.0,12.0,4.0,3.0,1.0,1.0,0.0,0.0
450,2023-02-05,Mechelen,Charleroi,2.0,2.0,D,2.0,0.0,H,10.0,17.0,7.0,8.0,12.0,11.0,4.0,7.0,0.0,3.0,1.0,0.0
451,2023-02-05,Antwerp,Club Brugge,0.0,0.0,D,0.0,0.0,D,7.0,4.0,2.0,1.0,12.0,22.0,2.0,5.0,1.0,5.0,0.0,0.0
452,2023-02-04,St Truiden,Kortrijk,1.0,0.0,H,1.0,0.0,H,7.0,9.0,2.0,4.0,11.0,9.0,2.0,2.0,1.0,3.0,0.0,0.0
453,2023-02-04,Eupen,Westerlo,1.0,1.0,D,0.0,1.0,A,7.0,15.0,3.0,6.0,18.0,7.0,4.0,7.0,1.0,0.0,0.0,0.0
454,2023-02-04,Seraing,Oud-Heverlee Leuven,2.0,1.0,H,1.0,1.0,D,14.0,19.0,4.0,5.0,10.0,10.0,7.0,11.0,1.0,0.0,0.0,0.0
455,2023-02-04,Cercle Brugge,Standard,1.0,1.0,D,0.0,0.0,D,13.0,8.0,3.0,2.0,21.0,14.0,4.0,1.0,3.0,3.0,0.0,0.0
456,2023-02-03,Oostende,Anderlecht,0.0,2.0,A,0.0,1.0,A,11.0,12.0,4.0,3.0,18.0,13.0,3.0,2.0,3.0,1.0,0.0,0.0
457,2023-02-01,Eupen,Genk,1.0,1.0,D,1.0,1.0,D,10.0,14.0,4.0,5.0,15.0,13.0,3.0,7.0,5.0,4.0,0.0,0.0
