,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
151,2024-02-18,Anderlecht,St Truiden,4.0,1.0,H,0.0,1.0,A,17.0,12.0,8.0,4.0,9.0,11.0,2.0,2.0,1.0,1.0,0.0,0.0
152,2024-02-18,Kortrijk,St. Gilloise,1.0,3.0,A,0.0,2.0,A,6.0,18.0,2.0,9.0,11.0,15.0,5.0,6.0,4.0,1.0,0.0,0.0
153,2024-02-18,Cercle Brugge,Club Brugge,1.0,1.0,D,0.0,0.0,D,7.0,13.0,4.0,3.0,14.0,11.0,0.0,4.0,0.0,4.0,0.0,1.0
154,2024-02-17,Antwerp,Mechelen,0.0,1.0,A,0.0,0.0,D,15.0,6.0,3.0,4.0,9.0,12.0,6.0,2.0,2.0,2.0,0.0,0.0
155,2024-02-17,Oud-Heverlee Leuven,Charleroi,0.0,0.0,D,0.0,0.0,D,17.0,6.0,0.0,0.0,17.0,15.0,13.0,1.0,2.0,5.0,0.0,1.0
156,2024-02-17,Genk,RWD Molenbeek,3.0,1.0,H,2.0,1.0,H,21.0,11.0,9.0,5.0,9.0,12.0,6.0,8.0,1.0,2.0,0.0,0.0
157,2024-02-16,Westerlo,Standard,2.0,1.0,H,1.0,1.0,D,13.0,12.0,5.0,2.0,14.0,10.0,3.0,5.0,1.0,1.0,0.0,0.0
158,2024-02-11,Gent,Cercle Brugge,1.0,2.0,A,0.0,1.0,A,20.0,11.0,10.0,2.0,11.0,11.0,12.0,3.0,1.0,3.0,0.0,1.0
159,2024-02-11,Charleroi,Anderlecht,1.0,3.0,A,1.0,2.0,A,16.0,8.0,6.0,4.0,11.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0
160,2024-02-11,Mechelen,Genk,1.0,1.0,D,1.0,1.0,D,11.0,14.0,2.0,1.0,10.0,12.0,5.0,3.0,1.0,2.0,0.0,0.0
161,2024-02-11,RWD Molenbeek,Antwerp,0.0,4.0,A,0.0,3.0,A,2.0,13.0,1.0,9.0,15.0,11.0,5.0,3.0,3.0,0.0,1.0,0.0
162,2024-02-10,Club Brugge,Eupen,4.0,0.0,H,2.0,0.0,H,21.0,4.0,6.0,1.0,8.0,11.0,7.0,4.0,0.0,2.0,0.0,0.0
163,2024-02-10,St. Gilloise,Westerlo,2.0,2.0,D,1.0,1.0,D,17.0,9.0,3.0,4.0,14.0,8.0,4.0,4.0,4.0,2.0,0.0,0.0
164,2024-02-10,Standard,Oud-Heverlee Leuven,1.0,0.0,H,1.0,0.0,H,11.0,8.0,5.0,2.0,10.0,18.0,7.0,9.0,3.0,3.0,0.0,0.0
165,2024-02-09,St Truiden,Kortrijk,1.0,0.0,H,1.0,0.0,H,15.0,10.0,3.0,2.0,8.0,11.0,5.0,3.0,0.0,2.0,0.0,0.0
166,2024-02-04,Cercle Brugge,St Truiden,4.0,1.0,H,2.0,0.0,H,17.0,6.0,6.0,3.0,17.0,8.0,6.0,8.0,2.0,2.0,0.0,0.0
167,2024-02-04,Anderlecht,Gent,1.0,0.0,H,1.0,0.0,H,11.0,13.0,3.0,4.0,6.0,12.0,5.0,5.0,1.0,4.0,0.0,0.0
168,2024-02-04,Eupen,Mechelen,0.0,1.0,A,0.0,0.0,D,18.0,4.0,5.0,1.0,17.0,8.0,8.0,4.0,1.0,0.0,1.0,0.0
169,2024-02-04,Antwerp,Club Brugge,2.0,1.0,H,0.0,0.0,D,11.0,13.0,3.0,4.0,9.0,18.0,5.0,9.0,2.0,4.0,0.0,1.0
170,2024-02-03,Genk,St. Gilloise,0.0,1.0,A,0.0,0.0,D,10.0,12.0,3.0,4.0,18.0,13.0,8.0,3.0,1.0,4.0,0.0,0.0
171,2024-02-03,Kortrijk,Charleroi,1.0,0.0,H,1.0,0.0,H,11.0,7.0,4.0,1.0,10.0,20.0,5.0,4.0,1.0,1.0,0.0,0.0
172,2024-02-03,Westerlo,Oud-Heverlee Leuven,0.0,3.0,A,0.0,2.0,A,11.0,9.0,7.0,6.0,8.0,12.0,15.0,5.0,0.0,2.0,0.0,0.0
173,2024-02-03,RWD Molenbeek,Standard,2.0,2.0,D,1.0,1.0,D,12.0,13.0,4.0,4.0,15.0,12.0,4.0,3.0,1.0,4.0,0.0,0.0
174,2024-02-01,Mechelen,Anderlecht,2.0,2.0,D,0.0,1.0,A,14.0,16.0,7.0,4.0,10.0,9.0,5.0,4.0,2.0,1.0,0.0,0.0
175,2024-02-01,St Truiden,Gent,4.0,1.0,H,0.0,1.0,A,23.0,4.0,12.0,1.0,6.0,6.0,9.0,1.0,2.0,0.0,0.0,1.0
176,2024-01-31,St. Gilloise,RWD Molenbeek,3.0,2.0,H,2.0,0.0,H,11.0,8.0,5.0,2.0,11.0,15.0,3.0,2.0,2.0,2.0,0.0,0.0
177,2024-01-31,Standard,Antwerp,0.0,1.0,A,0.0,0.0,D,15.0,4.0,4.0,2.0,11.0,14.0,4.0,2.0,1.0,3.0,0.0,1.0
178,2024-01-31,Charleroi,Eupen,1.0,0.0,H,0.0,0.0,D,12.0,7.0,3.0,2.0,12.0,12.0,2.0,10.0,1.0,0.0,0.0,0.0
179,2024-01-31,Oud-Heverlee Leuven,Genk,2.0,1.0,H,0.0,0.0,D,12.0,15.0,4.0,2.0,15.0,21.0,2.0,4.0,2.0,5.0,0.0,0.0
180,2024-01-30,Club Brugge,Kortrijk,3.0,3.0,D,1.0,0.0,H,31.0,7.0,10.0,5.0,7.0,10.0,11.0,0.0,1.0,2.0,0.0,0.0
181,2024-01-30,Westerlo,Cercle Brugge,4.0,2.0,H,4.0,1.0,H,9.0,14.0,5.0,3.0,10.0,25.0,2.0,6.0,3.0,5.0,1.0,0.0
182,2024-01-28,Mechelen,RWD Molenbeek,3.0,1.0,H,0.0,0.0,D,24.0,6.0,8.0,3.0,9.0,12.0,14.0,0.0,0.0,2.0,0.0,1.0
183,2024-01-28,Anderlecht,St. Gilloise,2.0,2.0,D,1.0,2.0,A,11.0,14.0,2.0,8.0,15.0,13.0,7.0,6.0,3.0,2.0,0.0,0.0
184,2024-01-28,Eupen,Antwerp,1.0,0.0,H,1.0,0.0,H,9.0,15.0,3.0,2.0,16.0,8.0,3.0,6.0,4.0,2.0,0.0,0.0
185,2024-01-28,St Truiden,Genk,1.0,1.0,D,0.0,1.0,A,12.0,10.0,4.0,3.0,13.0,14.0,5.0,7.0,2.0,4.0,0.0,2.0
186,2024-01-27,Charleroi,Club Brugge,1.0,4.0,A,0.0,3.0,A,14.0,17.0,6.0,7.0,10.0,11.0,3.0,5.0,0.0,1.0,0.0,0.0
187,2024-01-27,Gent,Westerlo,2.0,2.0,D,1.0,1.0,D,14.0,11.0,5.0,6.0,16.0,19.0,5.0,3.0,3.0,7.0,0.0,0.0
188,2024-01-27,Kortrijk,Oud-Heverlee Leuven,0.0,0.0,D,0.0,0.0,D,13.0,8.0,3.0,2.0,7.0,16.0,6.0,5.0,3.0,1.0,0.0,0.0
189,2024-01-26,Cercle Brugge,Standard,1.0,1.0,D,0.0,0.0,D,26.0,11.0,7.0,2.0,8.0,13.0,5.0,4.0,2.0,1.0,0.0,0.0
190,2024-01-24,RWD Molenbeek,Eupen,0.0,1.0,A,0.0,0.0,D,8.0,11.0,3.0,6.0,13.0,14.0,1.0,4.0,2.0,3.0,0.0,0.0
191,2024-01-21,Oud-Heverlee Leuven,Anderlecht,1.0,1.0,D,1.0,0.0,H,8.0,12.0,4.0,4.0,8.0,10.0,5.0,3.0,2.0,2.0,0.0,0.0
192,2024-01-21,St. Gilloise,St Truiden,2.0,1.0,H,1.0,1.0,D,16.0,5.0,5.0,2.0,5.0,9.0,7.0,1.0,2.0,5.0,0.0,0.0
193,2024-01-21,Antwerp,Charleroi,4.0,1.0,H,2.0,0.0,H,20.0,8.0,8.0,5.0,7.0,12.0,5.0,6.0,1.0,2.0,0.0,0.0
194,2024-01-20,Club Brugge,Westerlo,3.0,0.0,H,1.0,0.0,H,14.0,2.0,9.0,0.0,4.0,12.0,3.0,0.0,0.0,3.0,0.0,1.0
195,2024-01-20,Standard,Kortrijk,0.0,1.0,A,0.0,1.0,A,20.0,5.0,4.0,2.0,7.0,13.0,7.0,4.0,0.0,1.0,0.0,0.0
196,2024-01-20,Genk,Cercle Brugge,1.0,1.0,D,0.0,1.0,A,12.0,19.0,3.0,6.0,15.0,15.0,4.0,5.0,2.0,2.0,0.0,0.0
197,2024-01-19,Gent,Mechelen,1.0,2.0,A,0.0,1.0,A,23.0,9.0,7.0,2.0,4.0,15.0,8.0,4.0,2.0,4.0,0.0,0.0
198,2023-12-27,Anderlecht,Cercle Brugge,2.0,0.0,H,1.0,0.0,H,7.0,19.0,4.0,7.0,9.0,13.0,2.0,12.0,1.0,1.0,0.0,0.0
199,2023-12-27,Charleroi,Mechelen,3.0,1.0,H,2.0,0.0,H,16.0,11.0,6.0,5.0,10.0,9.0,5.0,7.0,2.0,1.0,0.0,0.0
200,2023-12-27,Standard,St Truiden,1.0,1.0,D,0.0,0.0,D,11.0,18.0,2.0,8.0,14.0,14.0,4.0,4.0,1.0,3.0,0.0,0.0
201,2023-12-26,Club Brugge,St. Gilloise,1.0,1.0,D,0.0,1.0,A,9.0,7.0,2.0,3.0,15.0,14.0,6.0,0.0,1.0,5.0,0.0,1.0
202,2023-12-26,Westerlo,RWD Molenbeek,3.0,0.0,H,1.0,0.0,H,13.0,11.0,3.0,4.0,7.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0
203,2023-12-26,Kortrijk,Gent,0.0,2.0,A,0.0,1.0,A,7.0,20.0,3.0,9.0,9.0,10.0,4.0,5.0,1.0,1.0,0.0,0.0
204,2023-12-26,Oud-Heverlee Leuven,Eupen,3.0,0.0,H,2.0,0.0,H,18.0,14.0,7.0,6.0,6.0,15.0,7.0,3.0,2.0,2.0,0.0,0.0
205,2023-12-26,Genk,Antwerp,3.0,0.0,H,1.0,0.0,H,16.0,3.0,8.0,1.0,8.0,9.0,3.0,3.0,1.0,3.0,0.0,0.0
206,2023-12-23,Anderlecht,Genk,2.0,1.0,H,0.0,0.0,D,9.0,20.0,3.0,7.0,7.0,15.0,1.0,8.0,1.0,2.0,0.0,0.0
207,2023-12-23,Antwerp,Westerlo,2.0,2.0,D,1.0,0.0,H,15.0,12.0,6.0,6.0,5.0,7.0,8.0,2.0,2.0,1.0,0.0,0.0
208,2023-12-23,St Truiden,Charleroi,1.0,0.0,H,0.0,0.0,D,16.0,4.0,7.0,0.0,4.0,17.0,6.0,3.0,0.0,0.0,0.0,0.0
209,2023-12-23,Eupen,St. Gilloise,1.0,2.0,A,0.0,2.0,A,1.0,20.0,1.0,8.0,15.0,8.0,3.0,14.0,5.0,1.0,0.0,0.0
210,2023-12-22,RWD Molenbeek,Club Brugge,1.0,6.0,A,0.0,3.0,A,10.0,15.0,3.0,10.0,9.0,8.0,2.0,8.0,1.0,2.0,0.0,0.0
211,2023-12-21,Gent,Oud-Heverlee Leuven,4.0,0.0,H,1.0,0.0,H,21.0,9.0,6.0,2.0,6.0,12.0,8.0,3.0,0.0,1.0,0.0,0.0
212,2023-12-20,Mechelen,Standard,3.0,0.0,H,1.0,0.0,H,28.0,14.0,8.0,3.0,8.0,8.0,5.0,3.0,2.0,0.0,0.0,1.0
213,2023-12-20,Cercle Brugge,Kortrijk,3.0,0.0,H,1.0,0.0,H,24.0,6.0,13.0,1.0,8.0,14.0,7.0,5.0,2.0,3.0,0.0,0.0
214,2023-12-17,Genk,Kortrijk,4.0,0.0,H,1.0,0.0,H,27.0,5.0,9.0,1.0,7.0,12.0,7.0,2.0,0.0,2.0,0.0,0.0
215,2023-12-17,Antwerp,Anderlecht,1.0,1.0,D,0.0,1.0,A,19.0,10.0,5.0,4.0,9.0,13.0,7.0,2.0,2.0,4.0,0.0,0.0
216,2023-12-17,St. Gilloise,Mechelen,1.0,0.0,H,0.0,0.0,D,24.0,15.0,8.0,8.0,14.0,10.0,8.0,5.0,2.0,1.0,0.0,0.0
217,2023-12-17,Club Brugge,Gent,2.0,0.0,H,2.0,0.0,H,13.0,8.0,4.0,2.0,10.0,11.0,4.0,5.0,0.0,0.0,0.0,1.0
218,2023-12-16,Standard,Charleroi,0.0,0.0,D,0.0,0.0,D,6.0,7.0,1.0,2.0,11.0,21.0,4.0,2.0,1.0,1.0,0.0,0.0
219,2023-12-16,RWD Molenbeek,St Truiden,3.0,0.0,H,1.0,0.0,H,7.0,12.0,6.0,1.0,14.0,8.0,4.0,4.0,3.0,2.0,0.0,0.0
220,2023-12-16,Oud-Heverlee Leuven,Cercle Brugge,1.0,2.0,A,1.0,0.0,H,9.0,12.0,3.0,5.0,12.0,14.0,4.0,6.0,4.0,3.0,0.0,0.0
221,2023-12-15,Westerlo,Eupen,2.0,0.0,H,0.0,0.0,D,20.0,15.0,4.0,7.0,15.0,8.0,4.0,4.0,3.0,1.0,0.0,0.0
222,2023-12-10,Charleroi,St. Gilloise,1.0,3.0,A,0.0,1.0,A,9.0,17.0,3.0,9.0,7.0,12.0,6.0,7.0,3.0,2.0,0.0,0.0
223,2023-12-10,Anderlecht,Standard,2.0,2.0,D,1.0,1.0,D,12.0,13.0,4.0,4.0,8.0,14.0,1.0,1.0,2.0,3.0,0.0,0.0
224,2023-12-10,Eupen,Genk,1.0,3.0,A,0.0,1.0,A,11.0,18.0,4.0,10.0,12.0,8.0,8.0,8.0,0.0,2.0,0.0,0.0
225,2023-12-10,Mechelen,Club Brugge,0.0,0.0,D,0.0,0.0,D,9.0,13.0,4.0,2.0,11.0,9.0,2.0,9.0,3.0,5.0,0.0,0.0
226,2023-12-09,Gent,RWD Molenbeek,4.0,0.0,H,2.0,0.0,H,22.0,3.0,10.0,1.0,11.0,14.0,9.0,1.0,0.0,5.0,0.0,0.0
227,2023-12-09,St Truiden,Oud-Heverlee Leuven,1.0,1.0,D,1.0,1.0,D,26.0,4.0,13.0,3.0,5.0,10.0,15.0,2.0,0.0,2.0,0.0,1.0
228,2023-12-09,Cercle Brugge,Antwerp,1.0,3.0,A,0.0,1.0,A,15.0,14.0,2.0,8.0,13.0,6.0,6.0,2.0,4.0,1.0,0.0,0.0
229,2023-12-08,Kortrijk,Westerlo,1.0,2.0,A,0.0,1.0,A,16.0,8.0,6.0,3.0,8.0,13.0,5.0,1.0,1.0,3.0,0.0,0.0
230,2023-12-03,St. Gilloise,Cercle Brugge,2.0,1.0,H,2.0,1.0,H,12.0,13.0,6.0,6.0,13.0,15.0,5.0,4.0,1.0,3.0,0.0,0.0
231,2023-12-03,Club Brugge,Standard,2.0,0.0,H,1.0,0.0,H,13.0,7.0,5.0,2.0,13.0,10.0,4.0,3.0,2.0,2.0,0.0,0.0
232,2023-12-03,Mechelen,St Truiden,0.0,2.0,A,0.0,2.0,A,6.0,13.0,5.0,5.0,10.0,8.0,1.0,5.0,1.0,2.0,0.0,0.0
233,2023-12-03,Genk,Gent,2.0,2.0,D,1.0,1.0,D,13.0,17.0,6.0,6.0,15.0,12.0,1.0,9.0,2.0,2.0,0.0,0.0
234,2023-12-02,Antwerp,Oud-Heverlee Leuven,1.0,0.0,H,1.0,0.0,H,18.0,10.0,5.0,4.0,6.0,9.0,7.0,6.0,0.0,3.0,0.0,0.0
235,2023-12-02,Eupen,Kortrijk,1.0,1.0,D,0.0,0.0,D,14.0,14.0,3.0,3.0,14.0,10.0,7.0,11.0,1.0,1.0,0.0,0.0
236,2023-12-02,RWD Molenbeek,Charleroi,0.0,0.0,D,0.0,0.0,D,10.0,18.0,4.0,8.0,4.0,8.0,3.0,10.0,0.0,2.0,0.0,0.0
237,2023-12-01,Westerlo,Anderlecht,1.0,3.0,A,0.0,1.0,A,23.0,26.0,7.0,10.0,3.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0
238,2023-11-26,Kortrijk,Mechelen,0.0,3.0,A,0.0,2.0,A,15.0,10.0,3.0,5.0,12.0,12.0,4.0,3.0,2.0,2.0,0.0,0.0
239,2023-11-26,Anderlecht,RWD Molenbeek,2.0,1.0,H,0.0,1.0,A,25.0,7.0,8.0,2.0,6.0,12.0,10.0,1.0,1.0,4.0,0.0,1.0
240,2023-11-26,Oud-Heverlee Leuven,Club Brugge,0.0,1.0,A,0.0,1.0,A,10.0,14.0,3.0,6.0,19.0,13.0,7.0,6.0,4.0,2.0,0.0,0.0
241,2023-11-26,Gent,St. Gilloise,1.0,1.0,D,1.0,0.0,H,11.0,12.0,3.0,4.0,8.0,14.0,5.0,8.0,2.0,3.0,0.0,0.0
242,2023-11-25,Standard,Genk,1.0,0.0,H,0.0,0.0,D,13.0,11.0,4.0,2.0,20.0,12.0,5.0,5.0,2.0,2.0,0.0,0.0
243,2023-11-25,Charleroi,Westerlo,3.0,2.0,H,0.0,1.0,A,14.0,11.0,4.0,4.0,15.0,11.0,5.0,4.0,3.0,2.0,0.0,0.0
244,2023-11-25,Cercle Brugge,Eupen,2.0,0.0,H,0.0,0.0,D,30.0,6.0,10.0,4.0,12.0,13.0,5.0,3.0,4.0,3.0,0.0,0.0
245,2023-11-24,St Truiden,Antwerp,1.0,1.0,D,1.0,0.0,H,11.0,12.0,5.0,1.0,8.0,11.0,4.0,7.0,2.0,2.0,0.0,0.0
246,2023-11-12,St. Gilloise,Kortrijk,3.0,0.0,H,2.0,0.0,H,18.0,11.0,8.0,1.0,10.0,9.0,6.0,6.0,2.0,1.0,0.0,0.0
247,2023-11-12,Gent,Anderlecht,1.0,1.0,D,1.0,1.0,D,10.0,7.0,5.0,2.0,12.0,10.0,8.0,3.0,1.0,2.0,0.0,0.0
248,2023-11-12,Genk,Oud-Heverlee Leuven,3.0,1.0,H,1.0,0.0,H,18.0,6.0,6.0,3.0,14.0,19.0,3.0,2.0,2.0,4.0,0.0,0.0
249,2023-11-12,Club Brugge,Cercle Brugge,0.0,0.0,D,0.0,0.0,D,14.0,20.0,7.0,3.0,11.0,12.0,10.0,3.0,2.0,5.0,0.0,0.0
250,2023-11-11,Mechelen,Charleroi,1.0,0.0,H,0.0,0.0,D,19.0,6.0,7.0,3.0,11.0,10.0,8.0,2.0,2.0,1.0,0.0,1.0
251,2023-11-11,Eupen,RWD Molenbeek,1.0,3.0,A,1.0,1.0,D,11.0,20.0,4.0,10.0,12.0,14.0,8.0,5.0,1.0,4.0,0.0,0.0
252,2023-11-11,Antwerp,Standard,6.0,0.0,H,4.0,0.0,H,15.0,2.0,9.0,0.0,13.0,10.0,6.0,2.0,2.0,2.0,0.0,0.0
253,2023-11-10,Westerlo,St Truiden,3.0,3.0,D,2.0,1.0,H,17.0,10.0,4.0,7.0,11.0,13.0,9.0,3.0,3.0,2.0,0.0,0.0
254,2023-11-05,Charleroi,Gent,1.0,3.0,A,0.0,1.0,A,11.0,17.0,3.0,9.0,5.0,4.0,0.0,6.0,3.0,0.0,0.0,0.0
255,2023-11-05,St. Gilloise,Club Brugge,2.0,1.0,H,1.0,0.0,H,19.0,5.0,6.0,2.0,11.0,6.0,9.0,4.0,3.0,4.0,0.0,0.0
256,2023-11-05,Standard,Mechelen,1.0,1.0,D,1.0,0.0,H,10.0,11.0,4.0,4.0,10.0,19.0,10.0,1.0,1.0,4.0,0.0,0.0
257,2023-11-05,Cercle Brugge,Anderlecht,0.0,3.0,A,0.0,2.0,A,16.0,7.0,2.0,5.0,14.0,13.0,7.0,1.0,2.0,3.0,0.0,0.0
258,2023-11-04,Antwerp,Genk,3.0,2.0,H,3.0,1.0,H,14.0,17.0,5.0,8.0,13.0,12.0,5.0,5.0,3.0,4.0,0.0,0.0
259,2023-11-04,Oud-Heverlee Leuven,Westerlo,0.0,2.0,A,0.0,0.0,D,10.0,10.0,2.0,6.0,11.0,13.0,7.0,7.0,3.0,7.0,0.0,0.0
260,2023-11-04,RWD Molenbeek,Kortrijk,1.0,1.0,D,1.0,1.0,D,9.0,5.0,5.0,2.0,14.0,7.0,4.0,2.0,3.0,1.0,0.0,0.0
261,2023-11-03,St Truiden,Eupen,1.0,1.0,D,1.0,0.0,H,16.0,5.0,4.0,1.0,10.0,13.0,5.0,1.0,1.0,1.0,0.0,0.0
262,2023-10-29,Kortrijk,Genk,0.0,3.0,A,0.0,0.0,D,12.0,15.0,3.0,9.0,10.0,16.0,8.0,5.0,3.0,2.0,0.0,0.0
263,2023-10-29,Gent,Standard,3.0,1.0,H,3.0,0.0,H,18.0,12.0,9.0,7.0,16.0,15.0,4.0,4.0,2.0,2.0,0.0,0.0
264,2023-10-29,Westerlo,St. Gilloise,1.0,3.0,A,1.0,1.0,D,12.0,22.0,4.0,7.0,11.0,10.0,5.0,8.0,1.0,1.0,0.0,0.0
265,2023-10-29,Club Brugge,Antwerp,2.0,1.0,H,1.0,0.0,H,11.0,8.0,5.0,2.0,11.0,9.0,3.0,3.0,4.0,1.0,0.0,0.0
266,2023-10-28,Anderlecht,Oud-Heverlee Leuven,5.0,1.0,H,2.0,1.0,H,18.0,13.0,9.0,7.0,13.0,13.0,5.0,1.0,1.0,1.0,0.0,0.0
267,2023-10-28,Eupen,Charleroi,2.0,0.0,H,1.0,0.0,H,8.0,17.0,5.0,5.0,11.0,13.0,4.0,8.0,3.0,2.0,0.0,0.0
268,2023-10-28,Mechelen,Cercle Brugge,0.0,2.0,A,0.0,0.0,D,11.0,22.0,7.0,4.0,13.0,15.0,8.0,3.0,1.0,3.0,0.0,0.0
269,2023-10-27,St Truiden,RWD Molenbeek,2.0,1.0,H,0.0,0.0,D,9.0,10.0,5.0,3.0,9.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
270,2023-10-22,Oud-Heverlee Leuven,St Truiden,4.0,0.0,H,2.0,0.0,H,11.0,18.0,4.0,3.0,9.0,12.0,3.0,7.0,1.0,3.0,0.0,0.0
271,2023-10-22,Standard,Anderlecht,3.0,2.0,H,0.0,2.0,A,15.0,13.0,8.0,7.0,12.0,14.0,3.0,8.0,2.0,3.0,0.0,0.0
272,2023-10-22,Cercle Brugge,Gent,2.0,0.0,H,0.0,0.0,D,16.0,10.0,5.0,4.0,17.0,15.0,6.0,7.0,3.0,2.0,0.0,1.0
273,2023-10-22,Genk,Mechelen,4.0,0.0,H,2.0,0.0,H,19.0,10.0,9.0,3.0,6.0,10.0,4.0,3.0,1.0,2.0,0.0,0.0
274,2023-10-21,Charleroi,Antwerp,3.0,2.0,H,0.0,0.0,D,10.0,11.0,5.0,5.0,6.0,12.0,5.0,2.0,2.0,2.0,0.0,0.0
275,2023-10-21,RWD Molenbeek,Westerlo,1.0,1.0,D,0.0,0.0,D,12.0,9.0,6.0,5.0,10.0,8.0,7.0,4.0,2.0,2.0,0.0,0.0
276,2023-10-21,Kortrijk,Club Brugge,1.0,0.0,H,1.0,0.0,H,6.0,18.0,2.0,4.0,14.0,9.0,1.0,9.0,4.0,2.0,0.0,0.0
277,2023-10-20,St. Gilloise,Eupen,4.0,1.0,H,2.0,0.0,H,21.0,6.0,11.0,1.0,14.0,14.0,3.0,1.0,0.0,3.0,0.0,1.0
278,2023-10-08,St Truiden,St. Gilloise,0.0,4.0,A,0.0,2.0,A,9.0,12.0,1.0,7.0,3.0,15.0,3.0,5.0,1.0,4.0,0.0,0.0
279,2023-10-08,Gent,Genk,1.0,1.0,D,0.0,0.0,D,18.0,20.0,9.0,6.0,9.0,14.0,4.0,9.0,1.0,3.0,0.0,0.0
280,2023-10-08,Antwerp,Eupen,4.0,1.0,H,2.0,1.0,H,27.0,5.0,12.0,2.0,8.0,10.0,8.0,2.0,0.0,2.0,0.0,0.0
281,2023-10-08,Standard,Club Brugge,2.0,1.0,H,1.0,0.0,H,7.0,16.0,5.0,7.0,13.0,14.0,1.0,6.0,4.0,1.0,0.0,0.0
282,2023-10-07,Anderlecht,Mechelen,3.0,1.0,H,1.0,0.0,H,19.0,13.0,9.0,3.0,14.0,10.0,8.0,1.0,2.0,3.0,0.0,0.0
283,2023-10-07,Westerlo,Kortrijk,1.0,0.0,H,1.0,0.0,H,13.0,13.0,4.0,3.0,15.0,10.0,1.0,10.0,2.0,4.0,0.0,0.0
284,2023-10-07,Cercle Brugge,Oud-Heverlee Leuven,3.0,2.0,H,2.0,2.0,D,18.0,13.0,7.0,5.0,9.0,9.0,6.0,6.0,2.0,3.0,0.0,0.0
285,2023-10-06,Charleroi,RWD Molenbeek,2.0,1.0,H,0.0,0.0,D,22.0,6.0,7.0,3.0,9.0,7.0,14.0,2.0,1.0,3.0,0.0,1.0
286,2023-10-01,RWD Molenbeek,Gent,1.0,1.0,D,1.0,1.0,D,9.0,19.0,3.0,9.0,9.0,10.0,4.0,4.0,3.0,1.0,0.0,0.0
287,2023-10-01,Club Brugge,St Truiden,1.0,1.0,D,0.0,0.0,D,20.0,12.0,7.0,3.0,12.0,8.0,11.0,4.0,3.0,1.0,0.0,0.0
288,2023-10-01,Genk,Westerlo,3.0,3.0,D,2.0,1.0,H,18.0,10.0,6.0,7.0,7.0,12.0,4.0,7.0,2.0,2.0,1.0,0.0
289,2023-10-01,St. Gilloise,Charleroi,3.0,1.0,H,3.0,1.0,H,17.0,4.0,7.0,3.0,13.0,13.0,8.0,7.0,1.0,2.0,0.0,0.0
290,2023-09-30,Mechelen,Antwerp,0.0,0.0,D,0.0,0.0,D,14.0,22.0,3.0,4.0,3.0,5.0,5.0,13.0,0.0,1.0,0.0,0.0
291,2023-09-30,Oud-Heverlee Leuven,Standard,1.0,2.0,A,0.0,1.0,A,11.0,14.0,5.0,3.0,10.0,11.0,6.0,3.0,2.0,1.0,0.0,0.0
292,2023-09-30,Eupen,Anderlecht,1.0,3.0,A,1.0,1.0,D,9.0,20.0,3.0,6.0,11.0,15.0,2.0,4.0,1.0,0.0,0.0,0.0
293,2023-09-29,Kortrijk,Cercle Brugge,2.0,1.0,H,0.0,0.0,D,10.0,10.0,4.0,2.0,13.0,19.0,3.0,7.0,3.0,1.0,0.0,0.0
294,2023-09-28,Club Brugge,Genk,1.0,1.0,D,0.0,1.0,A,18.0,15.0,3.0,5.0,16.0,7.0,10.0,3.0,4.0,1.0,0.0,0.0
295,2023-09-28,RWD Molenbeek,St. Gilloise,2.0,3.0,A,2.0,2.0,D,10.0,16.0,7.0,8.0,8.0,14.0,3.0,8.0,2.0,3.0,0.0,0.0
296,2023-09-27,Antwerp,Gent,0.0,0.0,D,0.0,0.0,D,14.0,6.0,4.0,2.0,10.0,4.0,6.0,0.0,3.0,1.0,0.0,0.0
297,2023-09-24,Gent,Eupen,2.0,1.0,H,0.0,1.0,A,13.0,14.0,6.0,3.0,9.0,16.0,3.0,7.0,1.0,4.0,1.0,0.0
298,2023-09-24,Anderlecht,Club Brugge,1.0,1.0,D,1.0,0.0,H,8.0,9.0,1.0,3.0,12.0,11.0,3.0,3.0,1.0,1.0,0.0,0.0
299,2023-09-24,Cercle Brugge,St. Gilloise,0.0,2.0,A,0.0,1.0,A,6.0,15.0,1.0,7.0,8.0,17.0,3.0,2.0,3.0,3.0,1.0,0.0
300,2023-09-24,Genk,St Truiden,3.0,3.0,D,0.0,3.0,A,20.0,16.0,7.0,6.0,17.0,11.0,5.0,1.0,2.0,4.0,0.0,0.0
301,2023-09-23,Antwerp,RWD Molenbeek,0.0,0.0,D,0.0,0.0,D,14.0,5.0,3.0,1.0,4.0,14.0,9.0,1.0,0.0,1.0,0.0,0.0
302,2023-09-23,Mechelen,Oud-Heverlee Leuven,1.0,2.0,A,0.0,2.0,A,16.0,15.0,4.0,8.0,12.0,7.0,6.0,6.0,5.0,3.0,0.0,0.0
303,2023-09-23,Charleroi,Kortrijk,1.0,0.0,H,1.0,0.0,H,14.0,13.0,5.0,3.0,16.0,13.0,8.0,7.0,2.0,1.0,0.0,0.0
