,Unnamed: 0,Home Full-T Goals,Away Full-T Goals,Home Half-T Goals,Away Half-T Goals,Home Shots,Away Shots,Home Shots Target,Away Shots Target,Home Fouls,Away Fouls,Home Corners,Away Corners,Home Yellow Cards,Away Yellow Cards,Home Red Cards,Away Red Cards,Full Result_enc,Half Result_enc,Home_avg5Goal,Away_avg5Goal,Home_avg10Goal,Away_avg10Goal,Home_avg20Goal,Away_avg20Goal,HomeTeamEnc,AwayTeamEnc
621,621,5.0,4.0,1.0,1.0,14.0,14.0,7.0,8.0,11.0,7.0,4.0,5.0,1.0,2.0,0.0,0.0,0,2.0,1.8,2.0,1.8,1.9,1.95,1.45,10,21
622,622,1.0,3.0,0.0,2.0,25.0,7.0,8.0,5.0,11.0,15.0,10.0,3.0,3.0,4.0,0.0,1.0,1,1.0,0.4,1.6,0.7,1.4,1.2,1.15,18,13
623,623,1.0,3.0,1.0,1.0,9.0,15.0,4.0,6.0,5.0,7.0,2.0,5.0,2.0,0.0,0.0,0.0,1,2.0,2.2,1.6,2.0,1.7,1.7,1.1,20,4
624,624,2.0,1.0,2.0,1.0,29.0,9.0,12.0,2.0,16.0,12.0,15.0,2.0,3.0,3.0,0.0,1.0,0,0.0,1.6,1.0,1.4,1.0,1.9,1.05,5,9
625,625,2.0,1.0,1.0,0.0,15.0,9.0,5.0,2.0,7.0,19.0,7.0,5.0,1.0,1.0,0.0,0.0,0,0.0,1.8,1.2,1.2,1.4,1.0,1.4,7,3
626,626,0.0,1.0,0.0,1.0,12.0,9.0,6.0,3.0,12.0,16.0,5.0,5.0,2.0,4.0,0.0,0.0,1,1.0,0.8,1.2,1.2,1.1,1.1,1.15,12,16
627,627,1.0,3.0,0.0,3.0,12.0,16.0,5.0,7.0,17.0,10.0,7.0,6.0,5.0,3.0,0.0,0.0,1,1.0,0.8,0.6,0.6,0.5,0.5,0.7,6,15
628,628,1.0,4.0,1.0,3.0,15.0,15.0,6.0,6.0,14.0,16.0,4.0,8.0,4.0,2.0,0.0,0.0,1,1.0,2.2,1.8,2.0,1.2,1.7,1.0,20,7
629,629,0.0,3.0,0.0,2.0,13.0,12.0,2.0,6.0,6.0,12.0,7.0,5.0,3.0,2.0,0.0,0.0,1,1.0,1.6,1.6,1.4,1.4,1.15,1.9,13,5
630,630,0.0,1.0,0.0,0.0,16.0,9.0,5.0,3.0,12.0,9.0,6.0,3.0,4.0,0.0,0.0,0.0,1,2.0,0.8,1.6,0.6,1.4,0.5,1.15,6,1
631,631,0.0,3.0,0.0,2.0,12.0,10.0,6.0,7.0,13.0,11.0,6.0,5.0,4.0,3.0,0.0,0.0,1,1.0,1.2,1.4,1.1,1.1,1.15,1.45,16,0
632,632,2.0,1.0,1.0,0.0,17.0,6.0,9.0,2.0,22.0,11.0,5.0,1.0,0.0,3.0,0.0,0.0,0,0.0,1.4,1.0,1.3,1.0,1.5,1.05,17,9
633,633,0.0,0.0,0.0,0.0,12.0,10.0,2.0,4.0,9.0,13.0,8.0,8.0,1.0,3.0,0.0,0.0,2,2.0,1.2,1.8,1.4,1.8,1.4,1.95,3,10
634,634,0.0,1.0,0.0,0.0,11.0,13.0,3.0,5.0,8.0,13.0,4.0,6.0,2.0,2.0,0.0,0.0,1,2.0,0.6,1.6,0.5,1.7,0.7,1.1,15,4
635,635,4.0,2.0,1.0,0.0,14.0,12.0,5.0,6.0,3.0,11.0,4.0,6.0,2.0,6.0,0.0,1.0,0,0.0,2.0,0.4,1.9,0.7,1.45,1.2,21,18
636,636,1.0,3.0,1.0,2.0,8.0,13.0,2.0,7.0,9.0,7.0,2.0,6.0,3.0,1.0,0.0,0.0,1,1.0,0.8,1.4,1.2,1.8,1.1,2.25,12,8
637,637,4.0,2.0,2.0,1.0,17.0,8.0,4.0,4.0,7.0,11.0,8.0,7.0,2.0,1.0,0.0,0.0,0,0.0,1.6,1.6,1.4,1.4,1.15,1.15,1,13
638,638,3.0,1.0,3.0,0.0,12.0,5.0,6.0,2.0,14.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,0,0.0,1.4,0.6,1.1,0.5,1.45,0.7,0,15
639,639,2.0,1.0,2.0,1.0,15.0,9.0,5.0,3.0,11.0,10.0,10.0,7.0,2.0,0.0,0.0,0.0,0,0.0,1.4,2.0,1.8,1.9,2.25,1.45,8,21
640,640,2.0,0.0,2.0,0.0,10.0,6.0,7.0,3.0,15.0,17.0,6.0,6.0,1.0,2.0,0.0,0.0,0,0.0,0.4,1.2,0.7,1.4,1.2,1.4,18,3
641,641,3.0,0.0,1.0,0.0,6.0,6.0,4.0,2.0,14.0,12.0,3.0,5.0,2.0,5.0,0.0,0.0,0,0.0,1.8,1.4,1.8,1.3,1.95,1.5,10,17
642,642,1.0,3.0,0.0,1.0,15.0,9.0,3.0,6.0,11.0,7.0,9.0,5.0,2.0,1.0,0.0,0.0,1,1.0,1.6,0.8,1.7,1.2,1.1,1.1,4,12
643,643,0.0,0.0,0.0,0.0,10.0,18.0,4.0,2.0,12.0,16.0,4.0,6.0,0.0,1.0,0.0,0.0,2,2.0,1.0,1.2,1.0,1.1,1.05,1.15,9,16
644,644,4.0,2.0,3.0,1.0,24.0,9.0,14.0,5.0,9.0,15.0,8.0,2.0,0.0,3.0,0.0,1.0,0,0.0,1.8,0.8,1.2,0.6,1.0,0.5,7,6
645,645,1.0,1.0,0.0,0.0,23.0,7.0,7.0,4.0,7.0,17.0,7.0,4.0,2.0,3.0,0.0,0.0,2,2.0,1.6,2.2,1.4,2.0,1.9,1.7,5,20
646,646,1.0,0.0,0.0,0.0,17.0,12.0,7.0,4.0,6.0,14.0,3.0,6.0,2.0,3.0,0.0,1.0,0,2.0,1.6,2.2,1.4,2.0,1.15,1.7,1,20
647,647,0.0,1.0,0.0,0.0,18.0,7.0,4.0,3.0,17.0,9.0,3.0,4.0,2.0,2.0,1.0,1.0,1,2.0,0.6,1.0,0.5,1.0,0.7,1.05,15,9
648,648,2.0,1.0,2.0,1.0,13.0,13.0,6.0,5.0,18.0,13.0,5.0,7.0,4.0,2.0,1.0,0.0,0,0.0,0.8,1.6,0.6,1.4,0.5,1.9,6,5
649,649,3.0,1.0,3.0,1.0,16.0,10.0,5.0,2.0,15.0,11.0,7.0,4.0,3.0,4.0,0.0,0.0,0,0.0,1.8,0.4,1.2,0.7,1.0,1.2,7,18
650,650,1.0,1.0,1.0,0.0,13.0,11.0,4.0,7.0,14.0,12.0,3.0,6.0,2.0,2.0,0.0,0.0,2,0.0,1.4,1.2,1.8,1.1,2.25,1.15,8,16
651,651,2.0,1.0,2.0,0.0,9.0,19.0,7.0,7.0,5.0,14.0,6.0,9.0,0.0,2.0,1.0,0.0,0,0.0,0.8,1.8,1.2,1.8,1.1,1.95,12,10
652,652,2.0,0.0,1.0,0.0,11.0,14.0,5.0,0.0,11.0,15.0,5.0,6.0,2.0,3.0,0.0,1.0,0,0.0,1.6,2.0,1.4,1.9,1.15,1.45,13,21
653,653,1.0,0.0,0.0,0.0,13.0,5.0,5.0,0.0,11.0,15.0,8.0,1.0,0.0,5.0,0.0,1.0,0,2.0,1.2,1.4,1.4,1.1,1.4,1.45,3,0
654,654,1.0,0.0,0.0,0.0,16.0,5.0,6.0,4.0,11.0,5.0,8.0,4.0,2.0,1.0,0.0,0.0,0,2.0,1.4,1.6,1.3,1.7,1.5,1.1,17,4
655,655,2.0,0.0,1.0,0.0,18.0,4.0,8.0,0.0,12.0,20.0,3.0,4.0,1.0,5.0,0.0,1.0,0,0.0,2.0,1.2,1.9,1.4,1.45,1.4,21,3
656,656,2.0,0.0,1.0,0.0,13.0,8.0,3.0,1.0,9.0,8.0,7.0,5.0,0.0,4.0,0.0,1.0,0,0.0,1.4,0.8,1.1,1.2,1.45,1.1,0,12
657,657,0.0,2.0,0.0,2.0,13.0,9.0,2.0,3.0,10.0,9.0,6.0,2.0,1.0,1.0,0.0,0.0,1,1.0,1.8,1.6,1.8,1.4,1.95,1.15,10,1
658,658,3.0,2.0,1.0,1.0,15.0,16.0,5.0,10.0,7.0,17.0,4.0,3.0,1.0,2.0,0.0,0.0,0,2.0,1.6,1.8,1.4,1.2,1.9,1.0,5,7
659,659,1.0,1.0,1.0,0.0,11.0,14.0,3.0,3.0,9.0,11.0,0.0,5.0,1.0,4.0,0.0,0.0,2,0.0,1.2,1.4,1.1,1.3,1.15,1.5,16,17
660,660,0.0,2.0,0.0,0.0,15.0,19.0,2.0,6.0,14.0,13.0,6.0,4.0,3.0,0.0,0.0,0.0,1,2.0,1.0,1.6,1.0,1.4,1.05,1.15,9,13
661,661,2.0,0.0,0.0,0.0,18.0,2.0,8.0,0.0,14.0,17.0,7.0,0.0,1.0,1.0,0.0,0.0,0,2.0,2.2,0.6,2.0,0.5,1.7,0.7,20,15
662,662,3.0,1.0,1.0,0.0,12.0,8.0,5.0,7.0,10.0,12.0,2.0,1.0,2.0,1.0,0.0,0.0,0,0.0,1.6,0.8,1.7,0.6,1.1,0.5,4,6
663,663,2.0,2.0,1.0,0.0,7.0,25.0,3.0,9.0,14.0,13.0,2.0,12.0,5.0,2.0,1.0,0.0,2,0.0,0.4,1.4,0.7,1.8,1.2,2.25,18,8
664,664,3.0,0.0,3.0,0.0,15.0,9.0,7.0,3.0,9.0,11.0,7.0,3.0,0.0,2.0,0.0,0.0,0,0.0,1.6,2.2,1.7,2.0,1.1,1.7,4,20
665,665,2.0,0.0,1.0,0.0,22.0,8.0,8.0,0.0,8.0,6.0,7.0,4.0,2.0,1.0,0.0,0.0,0,0.0,1.6,1.8,1.4,1.8,1.9,1.95,5,10
666,666,5.0,0.0,1.0,0.0,26.0,7.0,12.0,3.0,7.0,13.0,6.0,3.0,0.0,4.0,0.0,0.0,0,0.0,1.4,1.6,1.8,1.4,2.25,1.15,8,13
667,667,2.0,3.0,1.0,1.0,15.0,15.0,5.0,9.0,10.0,6.0,7.0,3.0,1.0,1.0,0.0,0.0,1,2.0,1.0,1.4,1.0,1.1,1.05,1.45,9,0
668,668,0.0,2.0,0.0,1.0,4.0,13.0,2.0,6.0,3.0,13.0,4.0,7.0,0.0,2.0,1.0,0.0,1,1.0,0.6,1.8,0.5,1.2,0.7,1.0,15,7
670,670,3.0,0.0,2.0,0.0,15.0,11.0,5.0,2.0,12.0,15.0,5.0,2.0,2.0,3.0,0.0,0.0,0,0.0,1.2,0.4,1.1,0.7,1.15,1.2,16,18
671,671,1.0,1.0,0.0,0.0,24.0,5.0,7.0,1.0,6.0,11.0,9.0,2.0,0.0,1.0,0.0,0.0,2,2.0,1.6,1.2,1.4,1.4,1.15,1.4,1,3
672,672,0.0,2.0,0.0,1.0,9.0,16.0,1.0,8.0,14.0,9.0,5.0,3.0,4.0,3.0,0.0,1.0,1,1.0,0.8,0.8,0.6,1.2,0.5,1.1,6,12
673,673,5.0,0.0,2.0,0.0,14.0,5.0,9.0,2.0,11.0,10.0,4.0,2.0,2.0,1.0,0.0,0.0,0,0.0,1.8,0.8,1.2,0.6,1.0,0.5,7,6
674,674,4.0,0.0,1.0,0.0,20.0,1.0,11.0,0.0,8.0,14.0,5.0,2.0,1.0,2.0,0.0,0.0,0,0.0,1.4,1.6,1.1,1.7,1.45,1.1,0,4
675,675,2.0,2.0,1.0,2.0,15.0,10.0,3.0,6.0,14.0,8.0,7.0,4.0,4.0,1.0,0.0,1.0,2,1.0,1.2,1.4,1.4,1.8,1.4,2.25,3,8
676,676,1.0,3.0,1.0,1.0,5.0,13.0,1.0,5.0,18.0,12.0,4.0,7.0,4.0,2.0,0.0,0.0,1,2.0,0.4,1.4,0.7,1.3,1.2,1.5,18,17
677,677,0.0,1.0,0.0,1.0,16.0,9.0,5.0,3.0,11.0,11.0,6.0,3.0,1.0,3.0,0.0,0.0,1,1.0,1.6,1.6,1.4,1.4,1.15,1.15,13,1
678,678,3.0,2.0,1.0,1.0,15.0,15.0,7.0,5.0,7.0,11.0,11.0,6.0,0.0,2.0,0.0,0.0,0,2.0,1.8,1.0,1.8,1.0,1.95,1.05,10,9
679,679,2.0,2.0,1.0,1.0,13.0,7.0,2.0,4.0,9.0,6.0,6.0,4.0,2.0,1.0,0.0,0.0,2,2.0,0.8,0.6,1.2,0.5,1.1,0.7,12,15
680,680,0.0,2.0,0.0,0.0,9.0,15.0,0.0,7.0,12.0,13.0,1.0,4.0,4.0,2.0,0.0,1.0,1,2.0,2.2,1.2,2.0,1.1,1.7,1.15,20,16
681,681,1.0,3.0,0.0,1.0,4.0,22.0,1.0,10.0,10.0,8.0,2.0,5.0,1.0,0.0,0.0,0.0,1,1.0,1.2,1.6,0.9,1.4,1.2,1.9,2,5
682,682,3.0,2.0,2.0,1.0,18.0,10.0,4.0,5.0,10.0,8.0,7.0,6.0,1.0,2.0,0.0,0.0,0,0.0,1.2,1.2,1.1,0.9,1.15,1.2,16,2
683,683,1.0,0.0,0.0,0.0,5.0,19.0,2.0,7.0,2.0,6.0,4.0,5.0,0.0,2.0,0.0,0.0,0,2.0,1.4,1.4,1.8,1.1,2.25,1.45,8,0
684,684,0.0,1.0,0.0,0.0,12.0,10.0,1.0,3.0,16.0,19.0,2.0,6.0,0.0,3.0,0.0,0.0,1,2.0,1.0,0.4,1.0,0.7,1.05,1.2,9,18
685,685,3.0,1.0,1.0,1.0,14.0,10.0,5.0,2.0,9.0,15.0,10.0,6.0,1.0,4.0,0.0,1.0,0,2.0,1.6,1.8,1.4,1.2,1.9,1.0,5,7
686,686,1.0,0.0,0.0,0.0,19.0,5.0,7.0,2.0,6.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0,0,2.0,1.6,2.2,1.4,2.0,1.15,1.7,1,20
687,687,5.0,0.0,4.0,0.0,12.0,9.0,11.0,4.0,18.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,0,0.0,1.6,1.2,1.7,1.4,1.1,1.4,4,3
688,688,1.0,1.0,0.0,0.0,12.0,12.0,3.0,5.0,11.0,13.0,3.0,3.0,2.0,1.0,0.0,0.0,2,2.0,0.6,1.6,0.5,1.4,0.7,1.15,15,13
689,689,1.0,1.0,1.0,1.0,12.0,22.0,5.0,6.0,3.0,7.0,6.0,12.0,3.0,0.0,1.0,0.0,2,2.0,0.8,1.8,0.6,1.8,0.5,1.95,6,10
690,690,1.0,1.0,0.0,1.0,18.0,7.0,7.0,4.0,16.0,13.0,9.0,1.0,1.0,5.0,0.0,0.0,2,1.0,1.4,0.8,1.3,1.2,1.5,1.1,17,12
691,691,0.0,1.0,0.0,0.0,9.0,12.0,3.0,5.0,13.0,13.0,3.0,4.0,3.0,1.0,0.0,0.0,1,2.0,0.4,0.6,0.7,0.5,1.2,0.7,18,15
692,692,0.0,2.0,0.0,1.0,10.0,14.0,2.0,6.0,13.0,14.0,6.0,2.0,4.0,2.0,0.0,0.0,1,1.0,1.2,1.4,0.9,1.8,1.2,2.25,2,8
693,693,0.0,1.0,0.0,1.0,14.0,8.0,4.0,4.0,10.0,18.0,5.0,1.0,1.0,5.0,0.0,0.0,1,1.0,1.8,1.2,1.2,1.1,1.0,1.15,7,16
694,694,2.0,1.0,1.0,1.0,15.0,12.0,10.0,5.0,12.0,13.0,6.0,3.0,3.0,4.0,0.0,0.0,0,2.0,1.4,1.6,1.1,1.4,1.45,1.15,0,1
695,695,1.0,3.0,1.0,2.0,17.0,9.0,4.0,4.0,11.0,8.0,6.0,4.0,1.0,2.0,0.0,0.0,1,1.0,0.8,1.6,1.2,1.4,1.1,1.9,12,5
696,696,2.0,0.0,0.0,0.0,22.0,6.0,4.0,0.0,19.0,11.0,6.0,5.0,1.0,1.0,0.0,0.0,0,2.0,1.2,1.0,1.4,1.0,1.4,1.05,3,9
697,697,3.0,0.0,1.0,0.0,9.0,16.0,5.0,6.0,12.0,6.0,1.0,9.0,2.0,1.0,0.0,0.0,0,0.0,2.2,0.8,2.0,0.6,1.7,0.5,20,6
698,698,2.0,2.0,2.0,0.0,10.0,14.0,3.0,5.0,12.0,6.0,4.0,3.0,2.0,4.0,0.0,0.0,2,0.0,1.8,1.6,1.8,1.7,1.95,1.1,10,4
699,699,1.0,4.0,1.0,1.0,9.0,21.0,2.0,8.0,11.0,11.0,5.0,7.0,2.0,0.0,0.0,0.0,1,2.0,1.6,1.4,1.4,1.3,1.15,1.5,13,17
700,700,3.0,1.0,1.0,1.0,12.0,12.0,5.0,4.0,7.0,10.0,3.0,7.0,1.0,3.0,0.0,0.0,0,2.0,0.8,1.6,0.6,1.4,0.5,1.15,6,13
701,701,2.0,1.0,1.0,0.0,25.0,11.0,8.0,5.0,5.0,8.0,10.0,0.0,0.0,3.0,0.0,0.0,0,0.0,1.4,2.2,1.8,2.0,2.25,1.7,8,20
702,702,0.0,0.0,0.0,0.0,8.0,10.0,3.0,2.0,8.0,18.0,8.0,4.0,2.0,3.0,0.0,0.0,2,2.0,1.6,0.4,1.7,0.7,1.1,1.2,4,18
703,703,3.0,0.0,0.0,0.0,13.0,10.0,7.0,1.0,7.0,10.0,2.0,5.0,1.0,2.0,0.0,0.0,0,2.0,1.4,0.8,1.1,1.2,1.45,1.1,0,12
704,704,2.0,1.0,0.0,1.0,13.0,6.0,5.0,1.0,13.0,13.0,7.0,3.0,2.0,7.0,0.0,1.0,0,1.0,1.6,1.2,1.4,0.9,1.15,1.2,1,2
705,705,0.0,5.0,0.0,3.0,6.0,15.0,2.0,7.0,8.0,8.0,6.0,5.0,1.0,1.0,1.0,0.0,1,1.0,0.6,1.6,0.5,1.4,0.7,1.9,15,5
706,706,2.0,3.0,1.0,1.0,10.0,17.0,3.0,7.0,10.0,9.0,3.0,13.0,2.0,3.0,0.0,0.0,1,2.0,1.0,1.4,1.0,1.3,1.05,1.5,9,17
707,707,2.0,2.0,1.0,0.0,17.0,17.0,6.0,6.0,10.0,10.0,11.0,2.0,0.0,0.0,0.0,0.0,2,0.0,1.2,1.8,1.4,1.2,1.4,1.0,3,7
708,708,1.0,1.0,0.0,1.0,13.0,11.0,5.0,5.0,7.0,16.0,3.0,4.0,1.0,3.0,0.0,0.0,2,1.0,1.2,1.8,1.1,1.8,1.15,1.95,16,10
709,709,1.0,0.0,1.0,0.0,8.0,12.0,3.0,5.0,15.0,14.0,1.0,3.0,2.0,5.0,1.0,0.0,0,0.0,0.4,1.2,0.7,0.9,1.2,1.2,18,2
710,710,1.0,0.0,1.0,0.0,11.0,13.0,6.0,2.0,8.0,7.0,4.0,7.0,1.0,1.0,0.0,0.0,0,0.0,2.2,0.6,2.0,0.5,1.7,0.7,20,15
711,711,0.0,1.0,0.0,0.0,12.0,10.0,4.0,4.0,19.0,14.0,2.0,5.0,5.0,2.0,0.0,1.0,1,2.0,0.4,1.4,0.7,1.8,1.2,2.25,18,8
712,712,2.0,0.0,2.0,0.0,29.0,12.0,9.0,4.0,9.0,15.0,13.0,0.0,0.0,3.0,0.0,0.0,0,0.0,1.8,1.0,1.2,1.0,1.0,1.05,7,9
713,713,4.0,1.0,2.0,1.0,17.0,8.0,9.0,3.0,18.0,11.0,7.0,3.0,3.0,2.0,0.0,0.0,0,0.0,1.6,1.6,1.4,1.4,1.9,1.15,5,1
714,714,0.0,0.0,0.0,0.0,14.0,18.0,4.0,5.0,2.0,12.0,5.0,4.0,1.0,4.0,0.0,1.0,2,2.0,1.6,1.4,1.4,1.1,1.15,1.45,13,0
715,715,2.0,2.0,2.0,2.0,21.0,14.0,5.0,5.0,10.0,16.0,7.0,5.0,3.0,4.0,1.0,1.0,2,2.0,1.8,1.2,1.8,1.4,1.95,1.4,10,3
716,716,0.0,0.0,0.0,0.0,11.0,7.0,2.0,1.0,9.0,14.0,4.0,4.0,1.0,2.0,0.0,0.0,2,2.0,0.8,1.2,1.2,1.1,1.1,1.15,12,16
717,717,0.0,0.0,0.0,0.0,13.0,2.0,2.0,0.0,16.0,10.0,9.0,3.0,0.0,4.0,0.0,0.0,2,2.0,1.4,0.8,1.3,0.6,1.5,0.5,17,6
718,718,2.0,3.0,1.0,1.0,11.0,17.0,6.0,7.0,9.0,8.0,4.0,3.0,1.0,2.0,0.0,0.0,1,2.0,1.2,1.6,0.9,1.7,1.2,1.1,2,4
719,719,4.0,0.0,3.0,0.0,13.0,7.0,5.0,1.0,8.0,5.0,3.0,8.0,1.0,2.0,0.0,0.0,0,0.0,1.4,0.6,1.8,0.5,2.25,0.7,8,15
720,720,2.0,0.0,1.0,0.0,10.0,8.0,4.0,3.0,11.0,7.0,6.0,8.0,3.0,3.0,0.0,1.0,0,0.0,1.2,1.6,1.1,1.4,1.15,1.15,16,13
721,721,2.0,0.0,2.0,0.0,14.0,10.0,5.0,1.0,10.0,11.0,4.0,3.0,4.0,2.0,0.0,1.0,0,0.0,1.4,1.8,1.1,1.2,1.45,1.0,0,7
722,722,1.0,3.0,0.0,1.0,11.0,15.0,5.0,6.0,9.0,7.0,8.0,3.0,1.0,0.0,0.0,0.0,1,1.0,0.8,1.6,0.6,1.4,0.5,1.9,6,5
723,723,1.0,2.0,0.0,2.0,24.0,12.0,5.0,8.0,7.0,14.0,10.0,3.0,0.0,2.0,0.0,0.0,1,1.0,1.6,1.8,1.4,1.8,1.15,1.95,1,10
724,724,0.0,3.0,0.0,2.0,13.0,17.0,5.0,7.0,11.0,9.0,1.0,2.0,3.0,4.0,0.0,1.0,1,1.0,1.6,1.4,1.7,1.3,1.1,1.5,4,17
725,725,5.0,0.0,2.0,0.0,17.0,16.0,10.0,3.0,8.0,11.0,1.0,5.0,1.0,4.0,0.0,1.0,0,0.0,1.0,2.2,1.0,2.0,1.05,1.7,9,20
726,726,1.0,0.0,1.0,0.0,15.0,4.0,5.0,0.0,14.0,16.0,2.0,0.0,1.0,5.0,0.0,0.0,0,0.0,0.8,0.4,1.2,0.7,1.1,1.2,12,18
727,727,2.0,0.0,2.0,0.0,26.0,7.0,10.0,2.0,14.0,11.0,10.0,2.0,1.0,2.0,0.0,1.0,0,0.0,1.2,1.2,1.4,0.9,1.4,1.2,3,2
728,728,4.0,1.0,1.0,0.0,25.0,6.0,9.0,2.0,5.0,6.0,12.0,5.0,0.0,0.0,0.0,1.0,0,0.0,1.8,1.8,1.2,1.8,1.0,1.95,7,10
729,729,2.0,1.0,2.0,1.0,10.0,14.0,3.0,4.0,15.0,10.0,3.0,7.0,2.0,3.0,0.0,0.0,0,0.0,1.2,1.0,0.9,1.0,1.2,1.05,2,9
730,730,2.0,0.0,1.0,0.0,10.0,15.0,5.0,3.0,7.0,9.0,5.0,5.0,1.0,1.0,0.0,0.0,0,0.0,1.6,1.6,1.4,1.7,1.9,1.1,5,4
731,731,0.0,1.0,0.0,0.0,11.0,13.0,1.0,5.0,17.0,13.0,5.0,4.0,5.0,2.0,0.0,0.0,1,2.0,1.4,1.2,1.3,1.1,1.5,1.15,17,16
732,732,2.0,0.0,1.0,0.0,15.0,11.0,6.0,4.0,14.0,24.0,4.0,0.0,4.0,3.0,0.0,0.0,0,0.0,1.8,0.4,1.2,0.7,1.0,1.2,7,18
733,733,1.0,2.0,0.0,2.0,13.0,11.0,4.0,5.0,8.0,6.0,6.0,5.0,2.0,1.0,0.0,0.0,1,1.0,2.2,1.4,2.0,1.1,1.7,1.45,20,0
734,734,3.0,0.0,1.0,0.0,11.0,4.0,4.0,1.0,1.0,13.0,7.0,3.0,0.0,1.0,0.0,0.0,0,0.0,1.8,0.8,1.8,1.2,1.95,1.1,10,12
735,735,3.0,2.0,1.0,2.0,11.0,16.0,5.0,5.0,13.0,13.0,5.0,5.0,2.0,4.0,0.0,0.0,0,1.0,1.6,1.2,1.4,1.4,1.15,1.4,13,3
736,736,0.0,1.0,0.0,1.0,9.0,11.0,3.0,7.0,10.0,8.0,8.0,3.0,2.0,2.0,0.0,1.0,1,1.0,0.8,1.4,0.6,1.8,0.5,2.25,6,8
737,737,0.0,1.0,0.0,0.0,8.0,19.0,3.0,5.0,14.0,11.0,1.0,9.0,1.0,2.0,0.0,1.0,1,2.0,0.6,1.6,0.5,1.4,0.7,1.15,15,1
738,738,2.0,1.0,1.0,1.0,22.0,12.0,6.0,7.0,18.0,8.0,4.0,3.0,2.0,3.0,0.0,1.0,0,2.0,1.6,1.8,1.4,1.2,1.15,1.0,13,7
739,739,0.0,0.0,0.0,0.0,12.0,18.0,6.0,3.0,10.0,14.0,6.0,8.0,0.0,1.0,0.0,0.0,2,2.0,2.2,0.8,2.0,1.2,1.7,1.1,20,12
740,740,2.0,0.0,1.0,0.0,13.0,10.0,5.0,1.0,12.0,7.0,5.0,4.0,2.0,2.0,0.0,0.0,0,0.0,1.8,2.2,1.2,2.0,1.0,1.7,7,20
741,741,4.0,1.0,3.0,1.0,19.0,8.0,5.0,5.0,12.0,8.0,9.0,3.0,0.0,1.0,0.0,0.0,0,0.0,1.4,0.8,1.1,0.6,1.45,0.5,0,6
742,742,3.0,2.0,3.0,0.0,11.0,11.0,4.0,2.0,12.0,15.0,6.0,8.0,0.0,3.0,1.0,0.0,0,0.0,1.8,1.2,1.8,0.9,1.95,1.2,10,2
743,743,1.0,2.0,0.0,1.0,13.0,10.0,3.0,3.0,9.0,15.0,9.0,5.0,4.0,5.0,2.0,0.0,1,1.0,1.6,1.4,1.4,1.8,1.9,2.25,5,8
744,744,0.0,2.0,0.0,0.0,14.0,16.0,2.0,6.0,8.0,13.0,6.0,4.0,3.0,3.0,0.0,0.0,1,2.0,1.6,1.4,1.4,1.3,1.15,1.5,1,17
745,745,1.0,3.0,0.0,1.0,12.0,8.0,3.0,4.0,11.0,13.0,6.0,2.0,2.0,1.0,0.0,0.0,1,1.0,0.8,1.6,1.2,1.4,1.1,1.15,12,13
746,746,1.0,1.0,0.0,1.0,9.0,17.0,5.0,6.0,18.0,19.0,4.0,8.0,6.0,3.0,0.0,1.0,2,1.0,0.4,1.2,0.7,1.4,1.2,1.4,18,3
747,747,1.0,3.0,0.0,2.0,12.0,11.0,3.0,4.0,18.0,18.0,6.0,2.0,3.0,4.0,0.0,0.0,1,1.0,1.0,1.2,1.0,1.1,1.05,1.15,9,16
748,748,2.0,0.0,1.0,0.0,10.0,7.0,3.0,1.0,11.0,6.0,6.0,8.0,1.0,3.0,0.0,1.0,0,0.0,1.6,0.6,1.7,0.5,1.1,0.7,4,15
749,749,0.0,2.0,0.0,1.0,28.0,5.0,5.0,2.0,9.0,3.0,8.0,1.0,2.0,1.0,1.0,1.0,1,1.0,1.0,1.6,1.0,1.4,1.05,1.15,9,1
750,750,0.0,1.0,0.0,0.0,8.0,17.0,1.0,6.0,10.0,13.0,3.0,4.0,2.0,1.0,0.0,0.0,1,2.0,1.0,1.6,1.0,1.4,1.05,1.9,9,5
751,751,1.0,2.0,1.0,0.0,17.0,8.0,8.0,4.0,11.0,16.0,6.0,5.0,1.0,4.0,0.0,0.0,1,0.0,0.4,1.8,0.7,1.8,1.2,1.95,18,10
752,752,0.0,1.0,0.0,1.0,16.0,3.0,4.0,2.0,11.0,14.0,8.0,7.0,3.0,3.0,0.0,0.0,1,1.0,1.4,1.6,1.8,1.4,2.25,1.15,8,1
753,753,1.0,0.0,1.0,0.0,6.0,9.0,5.0,3.0,15.0,14.0,5.0,2.0,3.0,1.0,0.0,0.0,0,0.0,1.4,1.4,1.3,1.1,1.5,1.45,17,0
754,754,0.0,1.0,0.0,0.0,10.0,11.0,2.0,3.0,14.0,14.0,5.0,4.0,1.0,2.0,0.0,0.0,1,2.0,1.2,0.8,1.4,1.2,1.4,1.1,3,12
755,755,0.0,0.0,0.0,0.0,14.0,10.0,5.0,2.0,8.0,16.0,6.0,1.0,2.0,3.0,0.0,0.0,2,2.0,0.6,0.8,0.5,0.6,0.7,0.5,15,6
