,Unnamed: 0,Home Full-T Goals,Away Full-T Goals,Home Half-T Goals,Away Half-T Goals,Home Shots,Away Shots,Home Shots Target,Away Shots Target,Home Fouls,Away Fouls,Home Corners,Away Corners,Home Yellow Cards,Away Yellow Cards,Home Red Cards,Away Red Cards,Full Result_enc,Half Result_enc,Home_avg5Goal,Away_avg5Goal,Home_avg10Goal,Away_avg10Goal,Home_avg20Goal,Away_avg20Goal,HomeTeamEnc,AwayTeamEnc
485,485,2.0,0.0,1.0,0.0,17.0,7.0,6.0,5.0,13.0,11.0,8.0,9.0,5.0,4.0,0.0,0.0,0,0.0,1.4,1.6,1.3,1.4,1.5,1.15,17,1
486,486,2.0,1.0,1.0,0.0,15.0,12.0,6.0,5.0,14.0,12.0,7.0,5.0,3.0,1.0,0.0,0.0,0,0.0,1.4,1.0,1.8,1.0,2.25,1.05,8,9
487,487,1.0,1.0,0.0,0.0,17.0,4.0,6.0,0.0,13.0,15.0,3.0,4.0,2.0,3.0,0.0,0.0,2,2.0,1.6,1.4,1.4,1.1,1.9,1.45,5,0
488,488,1.0,0.0,1.0,0.0,9.0,7.0,3.0,1.0,17.0,16.0,1.0,5.0,2.0,2.0,0.0,0.0,0,0.0,1.8,2.2,1.2,2.0,1.0,1.7,7,20
489,489,0.0,2.0,0.0,1.0,7.0,10.0,3.0,4.0,9.0,9.0,3.0,3.0,1.0,1.0,0.0,0.0,1,1.0,0.8,1.2,0.6,1.1,0.5,1.15,6,16
490,490,2.0,1.0,1.0,0.0,16.0,14.0,6.0,4.0,6.0,17.0,10.0,1.0,1.0,1.0,0.0,1.0,0,0.0,1.8,0.8,1.8,1.2,1.95,1.1,10,12
491,491,1.0,1.0,1.0,1.0,8.0,16.0,2.0,1.0,9.0,15.0,3.0,11.0,5.0,1.0,0.0,0.0,2,2.0,0.6,0.4,0.5,0.7,0.7,1.2,15,18
492,492,1.0,2.0,0.0,0.0,14.0,10.0,4.0,4.0,10.0,7.0,9.0,3.0,3.0,2.0,0.0,1.0,1,2.0,2.0,1.6,1.9,1.4,1.45,1.15,21,13
493,493,2.0,3.0,1.0,1.0,16.0,15.0,4.0,6.0,10.0,16.0,5.0,6.0,1.0,3.0,0.0,0.0,1,2.0,1.6,1.0,1.4,1.0,1.15,1.05,13,9
494,494,1.0,3.0,0.0,0.0,6.0,21.0,2.0,10.0,12.0,12.0,0.0,6.0,5.0,3.0,1.0,0.0,1,2.0,1.4,1.4,1.1,1.3,1.45,1.5,0,17
495,495,2.0,0.0,1.0,0.0,16.0,7.0,4.0,4.0,21.0,16.0,3.0,3.0,2.0,6.0,0.0,0.0,0,0.0,2.2,1.8,2.0,1.8,1.7,1.95,20,10
496,496,3.0,1.0,1.0,1.0,12.0,7.0,6.0,4.0,13.0,10.0,5.0,4.0,2.0,4.0,0.0,1.0,0,2.0,1.8,1.6,1.2,1.4,1.0,1.9,7,5
497,497,2.0,0.0,1.0,0.0,11.0,9.0,5.0,1.0,10.0,10.0,3.0,6.0,2.0,1.0,0.0,0.0,0,0.0,1.6,1.4,1.4,1.8,1.15,2.25,1,8
498,498,0.0,1.0,0.0,1.0,11.0,4.0,5.0,2.0,8.0,9.0,6.0,4.0,1.0,3.0,0.0,0.0,1,1.0,1.2,2.0,1.4,1.9,1.4,1.45,3,21
499,499,1.0,2.0,1.0,1.0,17.0,4.0,3.0,2.0,21.0,20.0,5.0,2.0,6.0,5.0,2.0,0.0,1,2.0,0.8,0.6,1.2,0.5,1.1,0.7,12,15
500,500,1.0,2.0,1.0,0.0,10.0,20.0,3.0,4.0,11.0,12.0,5.0,7.0,1.0,2.0,0.0,0.0,1,0.0,0.8,1.6,0.6,1.7,0.5,1.1,6,4
501,501,1.0,1.0,0.0,0.0,6.0,9.0,1.0,3.0,11.0,13.0,9.0,2.0,0.0,2.0,0.0,0.0,2,2.0,0.4,1.2,0.7,1.1,1.2,1.15,18,16
502,502,2.0,0.0,1.0,0.0,12.0,6.0,6.0,1.0,10.0,10.0,6.0,3.0,0.0,1.0,0.0,1.0,0,0.0,1.2,2.2,1.1,2.0,1.15,1.7,16,20
503,503,3.0,3.0,1.0,0.0,10.0,15.0,4.0,7.0,10.0,8.0,3.0,6.0,1.0,1.0,0.0,0.0,2,0.0,2.0,1.6,1.9,1.4,1.45,1.15,21,1
504,504,0.0,1.0,0.0,0.0,9.0,9.0,2.0,2.0,13.0,8.0,3.0,0.0,2.0,1.0,0.0,0.0,1,2.0,1.6,1.4,1.7,1.1,1.1,1.45,4,0
505,505,1.0,0.0,0.0,0.0,18.0,14.0,8.0,6.0,13.0,11.0,5.0,6.0,4.0,1.0,0.0,0.0,0,2.0,1.0,1.8,1.0,1.2,1.05,1.0,9,7
506,506,3.0,0.0,0.0,0.0,12.0,4.0,5.0,1.0,9.0,13.0,10.0,2.0,3.0,4.0,0.0,0.0,0,2.0,1.4,0.8,1.3,1.2,1.5,1.1,17,12
507,507,1.0,1.0,1.0,0.0,20.0,12.0,7.0,5.0,10.0,17.0,3.0,3.0,3.0,2.0,0.0,0.0,2,0.0,1.6,1.6,1.4,1.4,1.9,1.15,5,13
508,508,0.0,0.0,0.0,0.0,21.0,1.0,5.0,0.0,12.0,12.0,13.0,1.0,0.0,5.0,0.0,0.0,2,2.0,1.4,0.4,1.8,0.7,2.25,1.2,8,18
509,509,1.0,1.0,0.0,1.0,20.0,12.0,9.0,4.0,8.0,8.0,9.0,8.0,2.0,4.0,0.0,1.0,2,1.0,1.8,1.2,1.8,1.4,1.95,1.4,10,3
510,510,0.0,1.0,0.0,0.0,8.0,15.0,1.0,5.0,9.0,16.0,4.0,9.0,3.0,1.0,0.0,0.0,1,2.0,0.6,0.8,0.5,0.6,0.7,0.5,15,6
511,511,0.0,4.0,0.0,2.0,8.0,19.0,3.0,10.0,8.0,15.0,8.0,6.0,2.0,0.0,1.0,1.0,1,1.0,1.0,1.4,1.0,1.8,1.05,2.25,9,8
512,512,0.0,2.0,0.0,1.0,12.0,13.0,5.0,4.0,10.0,14.0,5.0,6.0,2.0,3.0,0.0,1.0,1,1.0,1.4,1.8,1.1,1.2,1.45,1.0,0,7
513,513,2.0,3.0,0.0,1.0,10.0,13.0,5.0,7.0,10.0,17.0,8.0,4.0,3.0,4.0,0.0,0.0,1,1.0,0.4,1.4,0.7,1.3,1.2,1.5,18,17
514,514,2.0,2.0,1.0,0.0,9.0,11.0,5.0,6.0,11.0,11.0,3.0,4.0,4.0,2.0,0.0,0.0,2,0.0,1.6,1.6,1.4,1.4,1.9,1.15,5,1
516,516,0.0,1.0,0.0,0.0,12.0,6.0,1.0,1.0,13.0,11.0,10.0,2.0,0.0,4.0,1.0,1.0,1,2.0,1.2,1.2,1.1,1.4,1.15,1.4,16,3
517,517,5.0,5.0,2.0,3.0,19.0,16.0,9.0,8.0,12.0,8.0,11.0,2.0,2.0,2.0,0.0,0.0,2,1.0,2.2,0.8,2.0,0.6,1.7,0.5,20,6
518,518,6.0,0.0,3.0,0.0,16.0,7.0,8.0,0.0,8.0,14.0,5.0,3.0,1.0,2.0,0.0,0.0,0,0.0,2.0,0.8,1.9,1.2,1.45,1.1,21,12
519,519,5.0,0.0,4.0,0.0,25.0,4.0,14.0,1.0,11.0,8.0,14.0,3.0,1.0,6.0,0.0,1.0,0,0.0,1.6,0.6,1.4,0.5,1.15,0.7,13,15
520,520,3.0,1.0,1.0,1.0,22.0,8.0,9.0,4.0,13.0,15.0,8.0,6.0,3.0,3.0,0.0,1.0,0,2.0,0.8,1.0,1.2,1.0,1.1,1.05,12,9
521,521,0.0,0.0,0.0,0.0,14.0,4.0,3.0,1.0,13.0,13.0,4.0,1.0,2.0,3.0,0.0,0.0,2,2.0,1.6,1.4,1.4,1.1,1.15,1.45,1,0
522,522,1.0,1.0,0.0,1.0,25.0,13.0,1.0,5.0,12.0,14.0,10.0,4.0,4.0,3.0,0.0,0.0,2,1.0,1.4,2.0,1.3,1.9,1.5,1.45,17,21
523,523,2.0,0.0,2.0,0.0,11.0,8.0,2.0,4.0,11.0,12.0,4.0,3.0,1.0,5.0,0.0,0.0,0,0.0,1.4,1.6,1.8,1.4,2.25,1.9,8,5
524,524,2.0,0.0,0.0,0.0,13.0,8.0,5.0,4.0,13.0,10.0,7.0,2.0,0.0,3.0,1.0,1.0,0,2.0,0.8,0.4,0.6,0.7,0.5,1.2,6,18
525,525,2.0,1.0,1.0,1.0,8.0,9.0,4.0,4.0,8.0,14.0,6.0,6.0,2.0,2.0,0.0,0.0,0,2.0,1.2,1.6,1.4,1.4,1.4,1.15,3,13
526,526,1.0,2.0,1.0,0.0,6.0,15.0,2.0,5.0,14.0,19.0,5.0,7.0,5.0,1.0,1.0,0.0,1,0.0,0.6,1.2,0.5,1.1,0.7,1.15,15,16
527,527,2.0,2.0,2.0,0.0,22.0,14.0,6.0,7.0,11.0,10.0,11.0,5.0,1.0,4.0,0.0,1.0,2,0.0,1.8,2.2,1.8,2.0,1.95,1.7,10,20
528,528,4.0,1.0,2.0,0.0,13.0,6.0,8.0,2.0,3.0,7.0,5.0,4.0,1.0,1.0,0.0,0.0,0,0.0,1.8,1.6,1.2,1.7,1.0,1.1,7,4
529,529,1.0,0.0,1.0,0.0,8.0,14.0,3.0,6.0,13.0,4.0,4.0,8.0,3.0,3.0,0.0,0.0,0,0.0,1.6,1.6,1.7,1.4,1.1,1.15,4,1
530,530,1.0,1.0,0.0,1.0,12.0,10.0,5.0,4.0,14.0,17.0,1.0,6.0,5.0,4.0,0.0,0.0,2,1.0,1.6,1.4,1.4,1.8,1.15,2.25,13,8
531,531,1.0,2.0,0.0,0.0,12.0,13.0,2.0,3.0,16.0,11.0,6.0,7.0,3.0,2.0,0.0,0.0,1,2.0,0.6,1.4,0.5,1.3,0.7,1.5,15,17
532,532,4.0,2.0,2.0,1.0,19.0,12.0,8.0,2.0,15.0,6.0,10.0,4.0,2.0,2.0,0.0,0.0,0,0.0,1.4,0.8,1.1,0.6,1.45,0.5,0,6
533,533,4.0,2.0,2.0,0.0,16.0,6.0,6.0,3.0,5.0,13.0,4.0,2.0,2.0,2.0,0.0,0.0,0,0.0,1.6,0.8,1.4,1.2,1.9,1.1,5,12
534,534,1.0,1.0,0.0,1.0,14.0,16.0,5.0,3.0,17.0,16.0,3.0,6.0,4.0,2.0,0.0,0.0,2,1.0,1.0,1.2,1.0,1.4,1.05,1.4,9,3
535,535,2.0,3.0,0.0,2.0,11.0,13.0,3.0,4.0,5.0,9.0,4.0,2.0,4.0,3.0,0.0,0.0,1,1.0,2.0,1.2,1.9,1.1,1.45,1.15,21,16
536,536,0.0,3.0,0.0,0.0,6.0,18.0,3.0,7.0,13.0,11.0,4.0,10.0,1.0,1.0,1.0,0.0,1,2.0,2.2,0.4,2.0,0.7,1.7,1.2,20,18
537,537,3.0,1.0,1.0,1.0,14.0,10.0,6.0,5.0,9.0,15.0,8.0,7.0,2.0,2.0,1.0,0.0,0,2.0,1.8,1.8,1.2,1.8,1.0,1.95,7,10
538,538,2.0,1.0,1.0,0.0,8.0,7.0,5.0,4.0,15.0,20.0,5.0,5.0,2.0,3.0,0.0,0.0,0,0.0,0.8,2.2,1.2,2.0,1.1,1.7,12,20
540,540,2.0,1.0,1.0,1.0,14.0,5.0,4.0,3.0,5.0,11.0,9.0,3.0,1.0,1.0,0.0,0.0,0,2.0,1.4,0.6,1.8,0.5,2.25,0.7,8,15
541,541,1.0,3.0,1.0,2.0,20.0,8.0,4.0,5.0,10.0,19.0,8.0,4.0,1.0,1.0,0.0,0.0,1,1.0,1.6,1.8,1.4,1.2,1.15,1.0,1,7
542,542,2.0,2.0,1.0,2.0,6.0,13.0,4.0,2.0,8.0,9.0,4.0,4.0,4.0,2.0,1.0,0.0,2,1.0,1.4,1.6,1.3,1.4,1.5,1.9,17,5
543,543,2.0,1.0,1.0,1.0,20.0,9.0,10.0,2.0,7.0,10.0,7.0,8.0,3.0,4.0,1.0,0.0,0,2.0,1.8,0.8,1.8,0.6,1.95,0.5,10,6
544,544,0.0,0.0,0.0,0.0,13.0,14.0,3.0,2.0,10.0,12.0,3.0,5.0,2.0,2.0,1.0,0.0,2,2.0,1.2,1.6,1.1,1.4,1.15,1.15,16,13
545,545,0.0,2.0,0.0,0.0,6.0,18.0,3.0,5.0,11.0,14.0,6.0,6.0,0.0,2.0,1.0,0.0,1,2.0,1.0,2.0,1.0,1.9,1.05,1.45,9,21
546,546,4.0,1.0,1.0,0.0,20.0,11.0,8.0,3.0,9.0,9.0,6.0,6.0,3.0,1.0,0.0,0.0,0,0.0,1.2,1.6,1.4,1.7,1.4,1.1,3,4
547,547,3.0,2.0,1.0,1.0,12.0,11.0,5.0,4.0,19.0,14.0,5.0,5.0,8.0,1.0,0.0,1.0,0,2.0,2.2,1.4,2.0,1.1,1.7,1.45,20,0
548,548,3.0,0.0,1.0,0.0,17.0,6.0,4.0,2.0,15.0,17.0,7.0,3.0,1.0,2.0,0.0,0.0,0,0.0,1.6,0.8,1.4,1.2,1.15,1.1,1,12
549,549,3.0,0.0,1.0,0.0,12.0,7.0,7.0,2.0,14.0,14.0,8.0,1.0,2.0,2.0,0.0,1.0,0,0.0,1.6,1.2,1.4,1.1,1.9,1.15,5,16
550,550,2.0,0.0,0.0,0.0,14.0,8.0,7.0,1.0,9.0,9.0,8.0,5.0,1.0,2.0,0.0,0.0,0,2.0,1.8,0.4,1.8,0.7,1.95,1.2,10,18
551,551,2.0,0.0,1.0,0.0,17.0,2.0,3.0,2.0,7.0,13.0,3.0,4.0,1.0,2.0,0.0,1.0,0,0.0,1.4,1.4,1.3,1.8,1.5,2.25,17,8
552,552,6.0,1.0,5.0,1.0,23.0,6.0,10.0,5.0,8.0,7.0,7.0,1.0,1.0,0.0,0.0,1.0,0,0.0,1.8,2.0,1.2,1.9,1.0,1.45,7,21
553,553,0.0,1.0,0.0,1.0,5.0,13.0,3.0,2.0,13.0,20.0,1.0,1.0,5.0,3.0,1.0,0.0,1,1.0,0.6,1.2,0.5,1.4,0.7,1.4,15,3
554,554,2.0,2.0,2.0,0.0,11.0,12.0,5.0,6.0,22.0,7.0,4.0,9.0,3.0,1.0,0.0,0.0,2,0.0,1.6,1.0,1.7,1.0,1.1,1.05,4,9
555,555,4.0,2.0,2.0,2.0,22.0,8.0,9.0,4.0,10.0,11.0,6.0,3.0,3.0,2.0,0.0,0.0,0,2.0,0.8,1.6,0.6,1.4,0.5,1.15,6,13
556,556,1.0,6.0,0.0,2.0,11.0,17.0,3.0,8.0,10.0,9.0,6.0,4.0,2.0,2.0,0.0,0.0,1,1.0,0.8,1.4,1.2,1.3,1.1,1.5,12,17
557,557,0.0,1.0,0.0,0.0,12.0,11.0,4.0,4.0,15.0,15.0,6.0,7.0,1.0,3.0,0.0,1.0,1,2.0,1.4,1.6,1.1,1.4,1.45,1.9,0,5
558,558,3.0,0.0,1.0,0.0,19.0,8.0,9.0,1.0,12.0,14.0,5.0,2.0,1.0,3.0,0.0,1.0,0,0.0,1.4,1.8,1.8,1.8,2.25,1.95,8,10
559,559,3.0,0.0,3.0,0.0,6.0,13.0,4.0,2.0,14.0,14.0,2.0,6.0,2.0,3.0,0.0,0.0,0,0.0,0.4,1.6,0.7,1.4,1.2,1.15,18,1
560,560,0.0,1.0,0.0,1.0,19.0,13.0,7.0,1.0,9.0,15.0,11.0,9.0,3.0,2.0,0.0,1.0,1,1.0,1.6,1.8,1.4,1.2,1.15,1.0,13,7
561,561,5.0,1.0,3.0,1.0,18.0,2.0,10.0,2.0,20.0,9.0,2.0,2.0,2.0,2.0,0.0,0.0,0,0.0,1.2,0.8,1.4,0.6,1.4,0.5,3,6
562,562,2.0,1.0,1.0,0.0,10.0,7.0,3.0,2.0,11.0,14.0,4.0,4.0,1.0,2.0,0.0,0.0,0,0.0,1.2,1.6,1.1,1.7,1.15,1.1,16,4
563,563,1.0,3.0,1.0,0.0,8.0,15.0,5.0,8.0,14.0,16.0,3.0,5.0,4.0,4.0,0.0,0.0,1,0.0,1.0,2.2,1.0,2.0,1.05,1.7,9,20
564,564,2.0,2.0,2.0,1.0,10.0,2.0,3.0,2.0,10.0,10.0,5.0,2.0,0.0,1.0,0.0,0.0,2,0.0,2.0,0.6,1.9,0.5,1.45,0.7,21,15
565,565,2.0,1.0,1.0,0.0,17.0,13.0,7.0,5.0,10.0,7.0,3.0,4.0,0.0,1.0,0.0,0.0,0,0.0,1.4,1.2,1.3,1.4,1.5,1.4,17,3
566,566,0.0,1.0,0.0,1.0,10.0,4.0,3.0,1.0,19.0,14.0,3.0,1.0,3.0,4.0,1.0,2.0,1,1.0,1.6,0.4,1.7,0.7,1.1,1.2,4,18
567,567,0.0,4.0,0.0,2.0,10.0,13.0,1.0,6.0,15.0,15.0,6.0,9.0,2.0,2.0,0.0,0.0,1,1.0,0.8,1.4,0.6,1.8,0.5,2.25,6,8
568,568,1.0,3.0,1.0,0.0,19.0,13.0,3.0,7.0,11.0,13.0,5.0,7.0,1.0,4.0,0.0,0.0,1,0.0,1.8,1.4,1.8,1.1,1.95,1.45,10,0
569,569,0.0,2.0,0.0,0.0,29.0,10.0,12.0,5.0,4.0,9.0,11.0,3.0,0.0,1.0,0.0,0.0,1,2.0,1.6,2.0,1.4,1.9,1.9,1.45,5,21
570,570,1.0,1.0,0.0,0.0,13.0,13.0,2.0,2.0,11.0,10.0,3.0,9.0,1.0,1.0,1.0,0.0,2,2.0,0.6,0.8,0.5,1.2,0.7,1.1,15,12
571,571,2.0,5.0,1.0,0.0,11.0,14.0,2.0,7.0,15.0,9.0,4.0,6.0,6.0,2.0,0.0,0.0,1,0.0,2.2,1.6,2.0,1.4,1.7,1.15,20,13
572,572,2.0,1.0,1.0,0.0,28.0,6.0,7.0,2.0,12.0,13.0,10.0,3.0,4.0,0.0,0.0,0.0,0,0.0,1.8,1.0,1.2,1.0,1.0,1.05,7,9
573,573,2.0,0.0,1.0,0.0,11.0,4.0,4.0,3.0,15.0,9.0,6.0,2.0,1.0,3.0,0.0,1.0,0,0.0,1.6,1.2,1.4,1.1,1.15,1.15,1,16
574,574,0.0,1.0,0.0,0.0,22.0,8.0,6.0,4.0,8.0,13.0,10.0,1.0,1.0,2.0,0.0,0.0,1,2.0,1.2,0.8,1.1,0.6,1.15,0.5,16,6
575,575,2.0,1.0,2.0,0.0,13.0,21.0,4.0,5.0,8.0,13.0,0.0,7.0,4.0,1.0,0.0,0.0,0,0.0,1.0,1.6,1.0,1.4,1.05,1.15,9,1
576,576,3.0,4.0,0.0,1.0,12.0,14.0,7.0,5.0,15.0,15.0,6.0,4.0,3.0,5.0,0.0,0.0,1,1.0,1.4,1.2,1.8,1.4,2.25,1.4,8,3
577,577,0.0,1.0,0.0,0.0,21.0,5.0,8.0,2.0,9.0,14.0,14.0,5.0,2.0,3.0,0.0,0.0,1,2.0,1.4,1.6,1.1,1.7,1.45,1.1,0,4
578,578,3.0,0.0,1.0,0.0,21.0,6.0,10.0,2.0,2.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0,0.0,1.6,1.8,1.4,1.8,1.9,1.95,5,10
579,579,1.0,2.0,1.0,1.0,12.0,10.0,7.0,5.0,17.0,10.0,2.0,6.0,1.0,1.0,1.0,0.0,1,2.0,0.8,1.8,1.2,1.2,1.1,1.0,12,7
580,580,2.0,0.0,1.0,0.0,9.0,12.0,4.0,3.0,12.0,11.0,5.0,12.0,3.0,3.0,0.0,0.0,0,0.0,2.0,2.2,1.9,2.0,1.45,1.7,21,20
581,581,0.0,3.0,0.0,2.0,8.0,11.0,2.0,6.0,7.0,15.0,6.0,8.0,2.0,3.0,0.0,0.0,1,1.0,1.6,1.4,1.4,1.3,1.15,1.5,13,17
582,582,0.0,2.0,0.0,1.0,13.0,10.0,3.0,3.0,9.0,14.0,9.0,4.0,1.0,4.0,0.0,0.0,1,1.0,0.4,0.6,0.7,0.5,1.2,0.7,18,15
583,583,4.0,1.0,1.0,0.0,12.0,8.0,5.0,3.0,17.0,8.0,9.0,6.0,1.0,2.0,0.0,0.0,0,0.0,1.4,1.0,1.1,1.0,1.45,1.05,0,9
584,584,3.0,0.0,1.0,0.0,9.0,10.0,6.0,1.0,10.0,14.0,1.0,8.0,4.0,2.0,1.0,0.0,0,0.0,0.4,1.6,0.7,1.4,1.2,1.9,18,5
585,585,1.0,2.0,1.0,1.0,9.0,12.0,4.0,3.0,8.0,19.0,5.0,5.0,3.0,2.0,1.0,0.0,1,2.0,0.8,1.4,0.6,1.3,0.5,1.5,6,17
586,586,1.0,0.0,0.0,0.0,10.0,9.0,6.0,0.0,13.0,11.0,5.0,5.0,2.0,2.0,0.0,0.0,0,2.0,1.8,1.4,1.2,1.8,1.0,2.25,7,8
587,587,2.0,3.0,1.0,2.0,14.0,7.0,4.0,3.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.6,2.0,1.7,1.9,1.1,1.45,4,21
588,588,2.0,2.0,2.0,0.0,18.0,16.0,6.0,7.0,11.0,10.0,10.0,7.0,1.0,3.0,0.0,0.0,2,0.0,1.2,0.8,1.4,1.2,1.4,1.1,3,12
589,589,0.0,3.0,0.0,1.0,4.0,18.0,2.0,8.0,13.0,15.0,0.0,4.0,1.0,3.0,1.0,0.0,1,1.0,2.2,1.2,2.0,1.1,1.7,1.15,20,16
590,590,0.0,0.0,0.0,0.0,12.0,10.0,2.0,1.0,8.0,8.0,10.0,1.0,2.0,2.0,1.0,0.0,2,2.0,1.8,1.6,1.8,1.4,1.95,1.15,10,13
591,591,2.0,1.0,2.0,1.0,12.0,10.0,4.0,2.0,12.0,12.0,5.0,3.0,3.0,2.0,0.0,0.0,0,0.0,1.6,0.6,1.4,0.5,1.15,0.7,1,15
592,592,2.0,0.0,0.0,0.0,23.0,5.0,6.0,1.0,7.0,10.0,4.0,4.0,0.0,2.0,0.0,0.0,0,2.0,1.4,2.2,1.8,2.0,2.25,1.7,8,20
593,593,1.0,2.0,0.0,1.0,10.0,14.0,3.0,4.0,14.0,12.0,4.0,5.0,4.0,3.0,0.0,0.0,1,1.0,1.4,1.8,1.3,1.2,1.5,1.0,17,7
594,594,0.0,2.0,0.0,1.0,13.0,11.0,6.0,4.0,9.0,13.0,3.0,3.0,1.0,3.0,0.0,0.0,1,1.0,1.2,1.6,1.4,1.4,1.4,1.15,3,1
595,595,2.0,1.0,1.0,0.0,13.0,12.0,6.0,3.0,9.0,15.0,1.0,6.0,2.0,3.0,0.0,0.0,0,0.0,2.0,1.4,1.9,1.1,1.45,1.45,21,0
596,596,3.0,2.0,1.0,1.0,10.0,7.0,4.0,5.0,10.0,14.0,2.0,1.0,1.0,4.0,0.0,0.0,0,2.0,1.6,1.6,1.4,1.7,1.15,1.1,13,4
597,597,1.0,0.0,0.0,0.0,10.0,13.0,5.0,3.0,14.0,19.0,3.0,6.0,5.0,3.0,1.0,0.0,0,2.0,0.8,0.8,1.2,0.6,1.1,0.5,12,6
598,598,0.0,2.0,0.0,0.0,4.0,11.0,1.0,4.0,20.0,9.0,2.0,1.0,4.0,2.0,0.0,0.0,1,2.0,0.6,1.6,0.5,1.4,0.7,1.9,15,5
599,599,1.0,4.0,0.0,2.0,12.0,10.0,3.0,5.0,7.0,13.0,10.0,3.0,3.0,5.0,0.0,0.0,1,1.0,1.0,1.8,1.0,1.8,1.05,1.95,9,10
600,600,1.0,2.0,0.0,2.0,22.0,11.0,5.0,2.0,12.0,14.0,7.0,0.0,0.0,3.0,0.0,0.0,1,1.0,1.2,0.4,1.1,0.7,1.15,1.2,16,18
601,601,1.0,3.0,0.0,1.0,9.0,12.0,1.0,4.0,14.0,16.0,7.0,3.0,3.0,3.0,0.0,1.0,1,1.0,2.2,1.4,2.0,1.3,1.7,1.5,20,17
602,602,2.0,1.0,1.0,1.0,14.0,9.0,7.0,1.0,6.0,6.0,4.0,4.0,2.0,0.0,0.0,1.0,0,2.0,1.6,1.4,1.7,1.8,1.1,2.25,4,8
603,603,3.0,0.0,1.0,0.0,12.0,11.0,3.0,3.0,10.0,8.0,3.0,6.0,0.0,2.0,0.0,0.0,0,0.0,1.6,2.0,1.4,1.9,1.15,1.45,1,21
604,604,2.0,2.0,0.0,1.0,21.0,12.0,6.0,4.0,11.0,13.0,12.0,2.0,3.0,1.0,0.0,0.0,2,1.0,1.4,1.6,1.1,1.4,1.45,1.15,0,13
605,605,1.0,0.0,0.0,0.0,15.0,14.0,5.0,5.0,10.0,7.0,5.0,4.0,2.0,2.0,0.0,0.0,0,2.0,0.4,0.8,0.7,1.2,1.2,1.1,18,12
606,606,0.0,1.0,0.0,0.0,21.0,14.0,5.0,3.0,16.0,7.0,8.0,4.0,5.0,3.0,0.0,0.0,1,2.0,0.8,1.0,0.6,1.0,0.5,1.05,6,9
607,607,2.0,3.0,2.0,1.0,8.0,6.0,5.0,2.0,14.0,17.0,9.0,3.0,2.0,2.0,0.0,0.0,1,0.0,1.8,0.6,1.8,0.5,1.95,0.7,10,15
608,608,0.0,0.0,0.0,0.0,17.0,8.0,4.0,3.0,13.0,12.0,8.0,6.0,1.0,3.0,0.0,0.0,2,2.0,1.8,1.2,1.2,1.1,1.0,1.15,7,16
609,609,4.0,0.0,1.0,0.0,8.0,13.0,4.0,2.0,10.0,18.0,7.0,4.0,1.0,2.0,0.0,0.0,0,0.0,1.6,1.2,1.4,1.4,1.9,1.4,5,3
610,610,0.0,1.0,0.0,0.0,10.0,10.0,1.0,5.0,10.0,13.0,5.0,3.0,2.0,2.0,0.0,0.0,1,2.0,1.4,1.4,1.1,1.8,1.45,2.25,0,8
611,611,4.0,2.0,4.0,1.0,10.0,8.0,4.0,3.0,11.0,10.0,4.0,3.0,2.0,0.0,0.0,2.0,0,0.0,1.6,1.4,1.4,1.3,1.15,1.5,1,17
612,612,0.0,1.0,0.0,0.0,7.0,15.0,5.0,2.0,10.0,15.0,5.0,10.0,2.0,1.0,0.0,0.0,1,2.0,2.0,0.8,1.9,0.6,1.45,0.5,21,6
613,613,2.0,1.0,2.0,1.0,11.0,9.0,6.0,5.0,11.0,8.0,7.0,7.0,3.0,1.0,0.0,0.0,0,0.0,1.4,1.4,1.3,1.1,1.5,1.45,17,0
614,614,0.0,1.0,0.0,0.0,6.0,16.0,2.0,5.0,10.0,19.0,4.0,9.0,4.0,3.0,1.0,0.0,1,2.0,1.0,0.4,1.0,0.7,1.05,1.2,9,18
615,615,1.0,2.0,1.0,2.0,15.0,6.0,4.0,4.0,12.0,11.0,6.0,2.0,2.0,3.0,0.0,0.0,1,1.0,1.4,1.6,1.8,1.4,2.25,1.15,8,1
616,616,3.0,1.0,0.0,0.0,10.0,2.0,4.0,2.0,10.0,15.0,4.0,3.0,1.0,3.0,0.0,0.0,0,2.0,1.2,1.8,1.1,1.8,1.15,1.95,16,10
617,617,1.0,1.0,1.0,1.0,23.0,8.0,6.0,4.0,10.0,16.0,6.0,4.0,1.0,2.0,0.0,0.0,2,2.0,1.2,2.2,1.4,2.0,1.4,1.7,3,20
618,618,2.0,1.0,0.0,1.0,11.0,15.0,6.0,5.0,9.0,15.0,2.0,7.0,1.0,3.0,0.0,0.0,0,1.0,1.6,0.8,1.4,1.2,1.15,1.1,13,12
619,619,0.0,4.0,0.0,1.0,10.0,11.0,3.0,4.0,10.0,13.0,5.0,2.0,2.0,3.0,0.0,0.0,1,1.0,0.6,1.8,0.5,1.2,0.7,1.0,15,7
620,620,1.0,3.0,1.0,2.0,21.0,16.0,6.0,6.0,9.0,6.0,2.0,5.0,1.0,0.0,0.0,0.0,1,1.0,1.6,1.6,1.7,1.4,1.1,1.9,4,5
